,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
467,    Google,"
As a Data Scientist, you should be experienced with and passionate about using data to drive strategy and product recommendations....","San Bruno, CA",,"Data Scientist / Quantitative Analyst, YouTube",,,
468,    Workbridge Associates,"
Familiarity with data visualization, web analytics and modeling. 5+ years experience in machine learning and big data technologies (Hadoop or Spark preferred)....","San Francisco, CA",142500.0,Senior Level Data Scientist,,,142500.0
469,    Pocket Gems,"
As a data scientist, you will combine your strategic and analytical skill sets to develop, test, and analyze hypotheses that will have a far-reaching impact on...","San Francisco, CA 94104 (Financial District area)",,"Data Scientist, Episode",,,
470,    Thomson Reuters,"
Explores existing data for insights and recommends additional sources of data for improvements. Ability to test ideas and adapt methods quickly end to end from...","San Francisco, CA 94105 (Financial District area)",,Data Scientist,,,
471,    Zymergen,"
We favor a Scientist with experience in some or all of the following areas:. Zymergen is hiring a Scientist with experience in fermentation to advance bench...","Emeryville, CA 94608",,"Scientist, Fermentation",,,
472,    Shutterfly,"
The Data Scientist will be responsible for identifying opportunities to use customer driven analytics and marketing optimization techniques to improve decision...","Redwood City, CA",,Data Scientist,,,
473,    Hired,"
Hired is looking for a Senior Data Scientist to be the first member of our data science and relevance team to build new products using machine learning...","San Francisco, CA",,Senior Data Scientist,,,
474,    Pacific Gas and Electric,"
The Principal Data Scientist will specifically be responsible for:. Also GIS, spatial data as well as data modeled by graphs, graph databases....","San Francisco, CA 94105 (Financial District area)",,Principal Data Scientist,,,
475,    Sano,"
Develop production quality code that will run in our data processing centers. Create algorithms that scale easily with both the amount of data per user and the...","San Francisco, CA",,Signal Processing Scientist,,,
476,    Ancestry,"
Working with a nimble team of physicians, geneticists, statisticians, computer scientists and epidemiologists, the Scientific Data Wrangler will be responsible...","San Francisco, CA",,Scientific Data Wrangler,,,
477,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
478,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
479,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
480,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
481,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
482,    Seven Bridges,"
Previous experience with large-scale genomic data (e.g. Proficient in next-generation sequencing data analysis and variant analysis....","San Francisco, CA",,Bioinformatics Scientist,,,
483,    Workbridge Associates,"
A well-known San Francisco gaming company is looking to add a Senior Data Scientist to their team. They are looking for someone to build new products using...","San Francisco, CA",165000.0,Senior Data Scientist,,,165000.0
484,    Thomson Reuters,"
Thomson Reuters is Hiring Data Scientists and Data Engineers !! In addition, you will assess and validate the reliability of source data and business systems...","San Francisco, CA 94105 (Financial District area)",,All Levels Data Scientist & Data Engineer Opportunity,,,
485,    Doximity,"
We're looking for a Data Analyst to join our data team. Develop, implement and maintain data products utilizing both external data and Doximity’s rich internal...","San Francisco, CA",,Data Analyst/Senior Data Analyst,,,
486,    OpenTable,"
Senior Data Scientist. OpenTable is looking for an experienced, impact-driven Senior Data Scientist to join our team....","San Francisco, CA 94103 (South Of Market area)",,Senior Data Scientist,,,
487,    Workbridge Associates,"
The Data Scientist will have an opportunity to work on huge data sets. Pulling data from data warehouse, massaging data, inspecting validation processes,...","San Francisco, CA",165000.0,Data Scientist,,,165000.0
488,    Paymentwall,"
Ability to use appropriate data analytics tools to compile data in an effective manner. Knowledge of Data Analytics tool....","San Francisco, CA 94103 (South Of Market area)",,International Market Research Analyst,,,
489,    Esurance,"
Extensive experience in data management and data scrubbing. Technical mentoring for junior data scientists in the team while owning independent deliverables....","San Francisco, CA",,Senior Data Scientist,,,
490,    Ancestry,"
Data Mining Product team is looking for an experienced Data Scientists who has a passion to build data products and data systems....","San Francisco, CA",,Senior Data Scientist,,,
491,    Adroit resources,"
Scale new algorithms to large data sets. Train algorithms to apply models to new data sets. Provides and supports the implementation of business solutions....","San Francisco, CA",,Data Scientist,,,
492,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
493,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
494,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
495,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
496,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
497,    DCM Data Systems,"
Mid level candidate. With banking experience/Financial domain. HDFS knowledge Statistical modeling using R or Python Worked on Packages Text mining and","San Francisco, CA",,Data Scientist,,,
498,    Demandbase,"
As the Senior Data Scientist, you’ll be responsible for developing and testing hypotheses on behavioral responses in B2B marketing, creating models that extract...","San Francisco, CA",,Senior Data Scientist,,,
499,    Fitbit,"
Fitbit's anonymized health metrics give Senior Data Scientists one of the most exciting health data sets in existence....","San Francisco, CA 94105 (Financial District area)",,Senior Data Scientist - Product,,,
500,    The Climate Corporation,"
Build and maintain the core data model, ETL/ELT, core data metrics and data quality. We are looking for a Data Engineer to not only build data pipelines to...","San Francisco, CA",,Data Engineer,,,
501,    Yelp,"
Endless ideas about how to leverage Yelp's unique data set. You will help us use that data to connect our users with great local businesses....","San Francisco, CA 94103 (South Of Market area)",,Data Scientist,,,
502,    Bristol Myers Squibb,"
Assist/Lead in designing experimental studies and perform necessary lab experimentation for data. Ability to propose creative solutions, troubleshoot problems,...","Redwood City, CA",,Research Associate 4 / Associate Scientist - Molecular B Cell Cloning,,,
503,    Scribd,"
Create pipelines that transform raw application data into actionable business data. About the Data Team. 2-5+ years of professional experience in data analytics...","San Francisco, CA 94107 (South Of Market area)",,Data Scientist,,,
504,    Radius,"
Well versed in data visualization and exploratory data analysis. Knowledge of algorithms, and data structures....","San Francisco, CA",,Data Intelligence Engineer,,,
505,    O'Reilly Media,"
Junior Research Scientist. This position is responsible for … Collaborating with Principal Learning Scientist, Learning Group, and key personnel and data...","San Francisco Bay Area, CA",,Junior Research Scientist,,,
506,    University of California San Francisco,"
Strong experience in data mining and statistics is a must. It will serve as a campus hub for computer scientists and for researchers who employ computation as a...","San Francisco, CA",,Bioinformatics Specialist,,,
507,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
508,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
509,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
510,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
511,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
512,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
513,    Sano,"
Develop and maintain lab code base for data acquisition, sample tracking, and data analysis. Sano is a biometric sensor and software company with a patented,...","San Francisco, CA",,Member of Research Staff - Instrumentation and Data Analysis,,,
514,    Denali,"
Make detailed observations, analyze data and interpret results. In anticipation of the Company’s growth plans, Denali Therapeutics is seeking to recruit a...","South San Francisco, CA",,"Senior Research Scientist, Biology",,,
515,    Unity Technologies,"
Senior Data Scientist. PhD level data scientists to work with. Data Scientist - by experience and by education....","San Francisco, CA",,Senior Data Scientist,,,
516,    Walmart eCommerce,"
As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA 94066",,Data Scientist,,,
517,    Affirm,"
Do you love making data driven decisions? The group is tasked with deriving insights from our data to inform the future of our products and marketing....","San Francisco, CA 94126 (Financial District area)",,"Data Scientist, Analytics",,,
518,    AstraZeneca,"
To help drive the CTO Office's mission, we are looking to hire an experienced Data Scientist for the Redwood Shores office....","Redwood City, CA",,Data Scientist,,,
519,    SigFig,"
SigFig is searching for a curious, driven, and skillful data scientist to drive change and fuel the performance of the company. What you'll be doing:....","San Francisco, CA",,Data Scientist,,,
520,    Visa,"
New Grad - Research Scientist – Data Analytics. Expertise in data analytics, data mining, machine learning, and related fields....","Foster City, CA",,New Grad - Research Scientist – Data Analytics Job,,,
521,    C3 IoT,"
In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions....","Redwood City, CA",,Data Scientist,,,
522,    MsgAI,"
Data Scientist / Machine Learning / Deep Learning / NLP full time position in Palo Alto. As a Data Scientist, you will collaborate closely with developers and...","San Francisco, CA",,Data Scientist / Machine Learning / Deep Learning / NLP,,,
523,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
524,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
525,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
526,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
527,    Mines.io,"
We are looking for a data scientist/developer to fill a cross-functional role on our small team. We expect you to be able to work and experiment with large data...","San Francisco, CA",100000.0,Full-Stack Data Scientist,,,100000.0
528,    Udemy,"
Experience in performing data analysis or building data pipelines in Python. Experience in complex data modeling and application of machine learning algorithms....","San Francisco, CA",,Senior Data Scientist,,,
529,    MarkMonitor,"
Data skills (SQL, Hive, Pig). Applying machine learning to classification problems on unstructured data. MarkMonitor&mdash;the world leader in brand protection...","San Francisco Bay Area, CA",180000.0,Data Scientist,,,180000.0
530,    University of California Berkeley,"
Assist with data collection. Basic knowledge of one or more specialized computer programs for the analysis of data....","Berkeley, CA",32.31,"Research Data Analyst, ARE",32.31,,
531,    Lyra Health,"
We believe that better data is a critical part of the solution, and we’re looking for Data Scientists and Data Engineers to join our team of data, engineering,...","Burlingame, CA 94010",,Data Scientist / Engineer,,,
532,    Pinterest,"
Experience with web scale data and big data systems (e.g. We’re looking for a data scientist to help us connect Pinners to Pins they’ll love....","San Francisco, CA 94103 (South Of Market area)",,Data Scientist - Discovery Science,,,
533,    Ayasdi,"
Data management and data extraction skills; Role As a Data Scientist at Ayasdi, you will be solving some of the most complex problems with the most...","Menlo Park, CA 94025",,Data Scientist (Healthcare),,,
534,    Lyft Corporate,"
Because of the realtime marketplace that we have created, our data scientists are working on some truly fun and exciting optimization problems that we'd love...","San Francisco, CA",,Data Scientist,,,
535,    Rubicon Project,"
Rubicon Project is looking for talented, passionate, experienced, and entrepreneurial Data Scientist. Expertise in machine learning, data mining, predictive...","San Francisco, CA 94107 (South Of Market area)",,Senior Data Scientist,,,
536,    Color Genomics,"
We are looking for a motivated, proactive data scientist who will have a strong impact in one or more areas such as helping Color reach a broader market,...","Burlingame, CA",,Data Scientist,,,
537,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
538,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
539,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
540,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
541,    Walmart eCommerce,"Work with Engineers, Data Scientist and Product managers to develop interactive, user-friendly applications....","San Bruno, CA",,Full Stack Software Engineer,,,
542,    Workday,"
Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...","San Francisco, CA 94105 (Financial District area)",,Data Scientist,,,
543,    Salesforce,"
Senior Manager, Data Scientist. The Senior Manager, Data Scientist is responsible for translating data, both structured and unstructured, into compelling...","San Francisco, CA",,"Senior Manager, Data Scientist",,,
544,    Tiger Analytics,"
As a Data Scientist you will work with our clients to define a business problem into an analytical problem, determine solution requirements, design the analysis...","San Francisco Bay Area, CA",,Data Scientist,,,
545,    Hampton Creek Foods,"
You’ll join a multi-disciplinary team of biochemists, food scientists, materials scientists, computational biologists, process engineers, and data engineers, in...","San Francisco, CA",,Machine Learning Scientist,,,
546,    Cloudmellow,"
Senior Data Engineer, Advanced Analytics Focus -- Analytic Data EngineeringThe Analytic Data Engineering team at client is responsible for building systems and...","San Francisco, CA",,"Data Scientists,San Francisco, CA",,,
547,    Electronic Arts,"
Our next Research Data Scientist at EA should have. The EA Digital Platform Data Group is responsible for developing a new unified Big Data pipeline across all...","Redwood City, CA 94065",,Research Data Scientist,,,
548,    Code for America,"
What does a successful data scientist do? As a data scientist, here are some of the core competencies we’ve identified:....","San Francisco, CA",,Code for America Fellow- Data Scientist,,,
549,"    Grammarly, Inc.","
Grammarly is looking for a hands-on data scientist. Collaborate with the data engineering team to expand data coverage, compute new metrics, and continually...","San Francisco, CA",,Data Scientist,,,
550,    Lyra Health,"
We believe that better data is a critical part of the solution, and we’re looking for econometricians and/or health services researchers to join our team of...","Burlingame, CA 94010",,Econometric Data Scientist,,,
551,    Samba TV,"
Solid foundation in computer science, with strong competencies in data structures, algorithms and software design....","San Francisco, CA",,"Research Scientist, Video and Image Processing",,,
552,    Walmart eCommerce,"We are Big Data Engineers, Data Analysts, Data Scientists and Applications Engineers, working in small groups to solve sophisticated and impactful problems....","San Bruno, CA",,Smart Pricing Data Analyst,,,
553,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
554,    Walmart eCommerce,The team will consist of other behavioral scientists with various skill sets. The position is an applied role involving data analytics supporting projects the...,"San Bruno, CA",,Research and Analytics,,,
555,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
556,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
557,    Arka,"
Implementing, testing, and proving out Big Data tools and patterns for analytic workloads – in-memory architectures, streaming workflows, event-sourced and...","San Francisco, CA",,Sr. Data Scientist,,,
558,    Quizlet,"
Communicating and evangelizing data insights with the team. A solid academic understanding of math and data fundamentals....","San Francisco, CA",,Data Scientist,,,
559,    Electronic Arts,"
The Data Scientist position is part of the Data Science team within the Global Analytics and Insights group in Electronic Art’s Global Marketing Organization....","Redwood City, CA 94065",,Data Scientist,,,
560,    Fitbit,"
Experience validating sensor performance including human data collections when necessary. Programming, data analysis and scientific computation preferred...","San Francisco, CA 94105 (Financial District area)",,"Research Scientist, Biosensors",,,
561,    Stitch Fix,"
High skill in data visualization (big plus). We want you to innovate our algorithms and better grok the data, leveraging every bit of our data and pioneer...","San Francisco, CA",,Data Scientist,,,
562,    The Nielsen Company,"
The data scientist will work with Product, Engineering, and Development teams to ensure data quality and a sound product methodology....","San Francisco, CA",,Data Scientist,,,
563,"    Amazon Web Services, Inc.","
Interested in creating new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data?...","San Francisco, CA",,Data Scientist,,,
564,    Bugcrowd,"
As a data scientist in a small team of engineers, you’ll have the chance to pitch ideas, do R&D, and to own data products that will change the course of our...","San Francisco, CA",,Data Scientist,,,
565,    Grit Matters,"
An experienced machine learning engineer looking to join a team formulating, designing and implementing unique machine learning algorithms for distinctive","San Francisco, CA",,Machine Learning Engineer,,,
566,    Boxed,"
Grow as an data scientist. There is a tremendous amount of things happening across our platforms and we are looking for a seasoned Data Scientist to leverage...","San Mateo, CA 94403 (Sugerloaf area)",,Senior Data Scientist,,,
567,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
568,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
569,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
570,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
571,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
572,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
573,    Apple,"
The Siri Search team is looking for big-data scientists who have experience in research and development of KPI’s especially in the context of online user...","San Francisco, CA 94114 (Castro-Upper Market area)",,"Data Scientist, Siri Search Team",,,
574,    Demandbase,"
As the Data Scientist, you’ll be responsible for developing and testing hypotheses on behavioral responses in B2B marketing, creating models that extract data...","San Francisco, CA",,Data Scientist,,,
575,    Komodo Health,"
Experience working with proprietary secondary data including medical / pharmacy claims, prescription data, sales data, and longitudinal patient-level data....","San Francisco, CA",,Data Scientist,,,
576,    6sense,"
Data Scientist/ Machine Learning. Developing processes to monitor and ensure data integrity. Combining multiple sources of data from APIs, RSS feeds, and human...","San Francisco, CA",,Data Scientist/Machine Learning,,,
577,"    Alambic Investment Management, LP","
We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA 94111 (Financial District area)",,Data Scientist / Engineer,,,
578,    ThousandEyes,"
We are looking for an exceptional Data Scientist to apply big data analysis, data mining and advanced visualization techniques to massive volumes of data...","San Francisco, CA 94105 (Financial District area)",,Network Data Scientist,,,
579,    OnboardIQ,"
Excellent communication skills, communicating with diverse teams including Data scientists, Data engineers, product managers, and executive management....","San Francisco, CA",,Algorithm and Data Scientist (Machine Learning),,,
580,    Fitbit,"
Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....","San Francisco, CA 94105 (Financial District area)",,Firmware Data Scientist,,,
581,    Twitch,"
We think of Emmett, the CEO, as Twitch’s original data scientist. Professional work as a Data Scientist at a web/mobile product company is preferred, but any...","San Francisco, CA",,Data Scientist,,,
582,    Bridgelux,"
As a Data Scientist, you will play a key role in building out our data science platform and shaping the IoT services targeted at the rapidly growing smart...","San Francisco, CA 94133 (Russian Hill area)",,Data Scientist,,,
583,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
584,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
585,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
586,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
587,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
588,    Medlytic,"
We are looking for a data scientist who sees waste and unlocked value in EMR data, and is passionate about breaking down these barriers to improve healthcare....","San Francisco, CA",110000.0,Data Scientist / Bioinformatics (co-founder),,,110000.0
589,    Uber,"
The adversarial problems we solve are among the toughest challenges a data scientist can encounter. Our opponents morph everyday, and we use data at scale to...","San Francisco, CA 94105 (Financial District area)",,Data Scientist - Fraud and Security,,,
590,    Strategi LLC,"
Job Description WHAT YOU'LL BE DOING: Collaborate with teams to plan and execute data-focused projects that help the company make better, smarter, and faster","San Francisco, CA",,Data Scientist,,,
591,    Siemens,"
Hands-on expertise in handling and analyzing large data sets. We are looking for a motivated Research Scientist who would like to be part of a dynamic team in...","Berkeley, CA",,Research Scientist - Machine Intelligence,,,
592,    Airbnb,"
Work with data scientists to develop a scalable data visualization platform. Help data scientists optimize productionized Pig and Hive queries....","San Francisco, CA",,Data Engineer,,,
593,    Vida,"
Working knowledge of distributed systems and big data processing pipelines. Define, research, experiment, prototype, design, code, test, deploy, maintain, and...","San Francisco, CA 94110 (Mission area)",,"Scientist, Data Science",,,
594,    kWh Analytics,"
Experience in weather data is a strong plus. A track record of spotting relevant trends in noisy data sets. Pivoting quickly from one data analysis project to...","San Francisco, CA 94104 (Financial District area)",120000.0,Data Scientist,,,120000.0
595,    Cox Enterprises,"
As Data Scientist at NewCo, you’ll help us find out just how far we can go to help our publishers to maximize their yield and help our demand partners to find...","San Francisco, CA",,Data Scientist,,,
596,    Zynga,"
Work with large amounts of data. Zynga’s data science team uses our unique and expansive data to model and predict user behavior, making our games more...","San Francisco, CA",,Data Scientist,,,
597,    Uber,"
We’re looking for an experienced data scientist on our Marketing Analytics team to use advanced analytics and modeling to drive spend decisions for Uber’s multi...","San Francisco, CA 94103 (South Of Market area)",,Marketing (Advanced) Analytics - Data Scientist,,,
598,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
599,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
600,    Allstate Insurance,"We work collaboratively with both ‘product teams’ and data scientists in support of Allstate business goals. As a talented and bold engineer, you love to code,...","Chicago, IL",,Machine Learning Engineer - Connected Car,,,
601,"    Orzota, Inc.","Install patches and upgrades, provide support to end users and Data Scientists. Knowledge of integration with Big Data systems, particularly Cloudera Hadoop, is...","Chicago, IL",,SAS and R Admin on Linux,,,
602,    LoyaltyOne,"
Data Scientist will provide process execution leadership to support client projects. Take analytical objectives and define data requirements....","Chicago, IL",,Senior Data Scientist,,,
603,    CCC Information Services Inc.,"
Director, Data Science. On the very left hand side, the data scientist takes any kind of data and structures it into clean and readable form....","Chicago, IL 60654 (Loop area)",,"Director, Data Science",,,
604,    The Nerdery,"
Experience with Machine Learning algorithms, Data Mining techniques, Data Munging. About the Data Services Team....","Chicago, IL",,Data Scientist: Chicago,,,
605,    CREhire.com,"
Categorical Data Analysis. Statistical Analysis / Data Science:. Identifies and independently resolves data issues (such as missing values and invalid data)....","Bloomingdale, IL",138300.0,Principal Statistical Analyst / Data Scientist,,,138300.0
606,    DTS,"
Share knowledge and insights with other data scientists, engineers, and leaders within advertising, finance, marketing, and product teams....","Chicago, IL",,Data Scientist,,,
607,    Millward Brown,"
Data Science Consultant. We are looking for a data scientist with experience in marketing analytics, to join us with the title of Consultant/ Sr Consultant....","Lisle, IL",,Sr. Data Science Consultant,,,
608,    American Dental Association,"
This position also supports the Membership Recruitment and Retention Plan by collecting and analyzing key membership segment data, preparing high-level...","Chicago, IL 60611 (Near North Side area)",,"Manager of Data, Reporting and Analysis",,,
609,    Northwestern University,"
Critical thinking, business intelligence application design, data mining, data modeling, data warehouse design/develop, database design/ data structure,...","Chicago, IL",,Statistical Analyst Senior,,,
610,    The Nielsen Company,"
Analyze and manipulate data in order to develop actionable insights from neurological studies. 0-3 years of work experience with data analysis and project...","Chicago, IL 60647 (Logan Square area)",,Research Analyst- Consumer Neuroscience,,,
611,    Smith Hanley Associates,"
Experience working with syndicated data and POS data as well as providing BI solutions in a business environment....","Chicago, IL",175000.0,(Sr.) Statistical Consultant,,,175000.0
612,    CVS Health,"Accessing data, constructing and manipulating large datasets to support planned analyses, using SAS, SQL and similar tools....","Northbrook, IL",,"Predictive Modeling, Strategic Analytics",,,
613,"    Anthem, Inc.",DATA SCIENTIST or DATA SCIENTIST LEAD. Intermediate to Advanced knowledge of data extraction and manipulation using SQL....,"Chicago, IL",,Data Scientist or Data Scientist Lead(Healthcare)-115937,,,
614,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Chicago, IL",,Data Scientist – Predictive Analytics,,,
615,    Allstate Insurance,"We work collaboratively with both ‘product teams’ and data scientists in support of Allstate business goals. As a talented and bold engineer, you love to code,...","Chicago, IL",,Machine Learning Engineer - Connected Car,,,
616,"    Orzota, Inc.","Install patches and upgrades, provide support to end users and Data Scientists. Knowledge of integration with Big Data systems, particularly Cloudera Hadoop, is...","Chicago, IL",,SAS and R Admin on Linux,,,
617,"    Technomic, Inc.","
Provides editorial content and data analysis. Compiles data on client-specific projects using multiple databases and resources....","Chicago, IL 60606 (Loop area)",,Research Analyst (Mixed Methods),,,
618,    Workbridge Associates,"
Senior, Lead, Data, Scientist, Scientists, Analytics, Python, R, Hadoop, Spark, Hive, Storm, Big, Machine, Learning, Predictive, Modeling, SAS, Chicago,...","Chicago, IL",140000.0,Lead Data Scientist,,,140000.0
619,    National Opinion Research Center (NORC),"
Developing instrumentation for quantitative or qualitative data collection. Planning and conducting a wide range of data collection activities....","Chicago, IL",,Senior Research Analyst - Health Care,,,
620,    National Collegiate Scouting Association,"
Head of Data Science. You most likely have 5+ years of experience as a data scientist in a dynamic environment, but if you don’t you make up for it with an...","Chicago, IL 60642 (Portage Park area)",,Senior Data Scientist,,,
621,    Northwestern University,"
Interprets institutional data, e.g., enrollment, retention, transfer, alumni, academic assessment and other related data;...","Evanston, IL",,Senior Director Finance Administration & Data Analysis,,,
622,    Grubhub,"
Run SQL queries to connect survey data to user data (order history, geography, etc.). Comfortable merging qualitative insights with quantitative data....","Chicago, IL 60602 (Loop area)",,Quantitative Insights Analyst,,,
623,    National Futures Association,"
Objectives include implementing methods that facilitate the correct reporting of data by Market Regulation clients as well as different ways to utilize this...","Chicago, IL 60606 (Loop area)",,Quantitative Analyst,,,
624,    Geneva Trading,"
Geneva Trading is seeking an experienced Data Scientist for their Chicago location. Apply data analysis techniques along with real world trading experimentation...","Chicago, IL 60611 (Near North Side area)",,Data Scientist,,,
625,    Insperity,"
We have developed a proprietary method for analyzing healthcare claims data that is used by multiple stakeholders in the industry....","Chicago, IL 60606 (Loop area)",,Researcher Statistician / R Developer-Remote,,,
626,    National Opinion Research Center (NORC),"
Knowledge of quantitative methods of social science data analysis. Knowledge of weighting of various sampling and data collection designs....","Chicago, IL",,Statistician,,,
