,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
2476,    BioFire Defense,"Reports to the Lab Supervisor or a Scientist. Performs general lab duties, designs and conducts experiments, collects and analyzes data and keeps an accurate...","Salt Lake City, UT",,Research Associate I or II,,,
2513,    Backcountry,"
The Data Scientist must have extensive experience aggregating, manipulating and analyzing large and disparate data sets....","Park City, UT",,Marketing Data Scientist,,,
2514,    Primary Data,"
Steve Wozniak/Primary Data Chief Scientist. Primary Data delivers dynamic data mobility through data virtualization, transforming datacenter architectures by...","Salt Lake City, UT 84121",,Senior Linux OS Development Engineer,,,
2515,    Socrata,"
Too often, this data is inaccessible and only useful if you’re a database administrator, or a data scientist. Answers to quality of life questions such as these...","Salt Lake City, UT",,"Sales Representative Salt Lake City, UT",,,
2516,    Stantec,"
Technical competencies with survey data processing. Knowledge of the technical requirements of surveying is optimum and candidates with a strong understanding...","Salt Lake City, UT 84107",,Survey CAD Technician,,,
2517,    University of Utah,"
Those data are shared with healthcare teams for further input about ways to streamline cost and improve care. The Department of Obstetrics and Gynecology at the...","Salt Lake City, UT",,REI Division Director,,,
2518,    Intermountain Healthcare,"
Performs periodic regulatory reviews of quality control data. Medical Technologist / Medical Lab Scientist certification or equivalent certification as approved...","Murray, UT",21.26,Med Tech/MLS-Registered - Intermountain Central Lab - Full time,21.26,,
2519,    University of Utah,"
Those data are shared with healthcare teams for further input about ways to streamline cost and improve care. Furthermore, University of Utah’s health system is...","Salt Lake City, UT",,Assistant Professor (Clinical),,,
2520,    Intermountain Healthcare,"
Performs periodic regulatory reviews of quality control data. Medical Technologist / Medical Lab Scientist certification or equivalent certification as approved...","Murray, UT",21.0,Med Tech/MLS-Registered- Central Lab - Full time 7on/7off,21.0,,
2521,    Biofire Diagnostics,"
Associate Data Scientist II. The Associate Data Scientist II is expected to extract data from databases and validate data sets....","Salt Lake City, UT 84108 (East Bench area)",,Associate Data Scientist II,,,
2522,    University of Utah,"
Those data are shared with healthcare teams for further input about ways to streamline cost and improve care. The Department of Obstetrics and Gynecology at the...","Salt Lake City, UT",,Associate Professor (Clinical)/DOQ,,,
2529,    Intermountain Healthcare,"
Performs periodic regulatory reviews of quality control data. Medical Technologist / Medical Lab Scientist certification or equivalent certification as approved...","Murray, UT",21.26,Med Tech/MLS-Reg - Central Lab Microbiology - Full time 7 on- 7 off,21.26,,
2530,    Central Logic,"
Work with data scientists to identify needs. You will work extensively with customer data sets to extract, transform and load data....","South Jordan, UT 84095",,Data Architect,,,
2531,    University of Utah,"
Work closely with our collaborators to integrate clinical data with the computational models, analyze and report the results....","Salt Lake City, UT",,Post Doctoral Fellow (E),,,
2532,    ARUP Laboratories,"
Works under the direction of a Senior Scientist for the area. Duties include data handling and input, sample handling, preparation of specimens for processing....","Salt Lake City, UT 84119",,R&D Technician I,,,
2533,    Salt Lake Community College,"
The student will be required to report outcomes and interpretations of data to Innovabio Director for review....","Salt Lake City, UT",11.965,"Specialist II, Biotechnology",11.965,,
2534,    WSP | Parsons Brinckerhoff,"
Collect, analyze and interpret data. Knowledge of principles and practices of research and data collection. Approximately 34,500 employees, including engineers,...","Salt Lake City, UT",,Transportation Planner II,,,
2535,    University of Utah,"
Collaborate with other SCTM scientists to organize data collection, integration and analysis. Data management using FileMaker Pro software or equivalent to...","Salt Lake City, UT",,"Spv, Histopathology Lab",,,
2536,    Young Living Essential Oils,"
Collects data to evaluate product safety. Works with senior scientists on issues of product safety. Ability to communicate ideas with scientists, medical...","Lehi, UT 84043",,"Associate Scientist, Product & Safety Education",,,
2537,"    BioFire Diagnostics, LLC.","
The Associate Data Scientist II is expected to extract data from databases and validate data sets. Acquires data from primary or secondary data sources and...","Salt Lake City, UT",,Associate Data Scientist II,,,
2538,    WSP | Parsons Brinckerhoff,"
Gather, maintain, analyze data. Knowledge of principles and practices of research and data collection. Coordinate with other staff performing planning and...","Salt Lake City, UT",,Assistant Transportation Planner,,,
2543,    Recursion Pharmaceuticals,"
Our team is a unique blend of data scientists and biologists, and being able to act as a resource for both teams is required....","Salt Lake City, UT 84108 (East Bench area)",,Executive Assistant,,,
2544,    University of Utah,"
Ability to work in various computer data structures and understanding of data collection is advantageous....","Salt Lake City, UT",,Research Assistant/Analyst,,,
2545,"    BioFire Diagnostics, LLC.","
Reports to the Lab Supervisor or a Scientist. Performs general lab duties, designs and conducts experiments, collects and analyzed data and keeps an accurate...","Salt Lake City, UT",,Research Associate I,,,
2546,    Overstock.com,"
Coach/Mentor data analysts. Continuously research new data mining techniques. Continuosly reserach new methods for analyzing data....","Cottonwood Heights, UT",,Data Scientist,,,
2547,    Intermountain Healthcare,"
Performs periodic regulatory reviews of quality control data. Medical Technologist / Medical Lab Scientist certification or equivalent certification as approved...","Salt Lake City, UT",21.26,Med Tech/MLS-Reg (7 on - 7 off) - Primary Children's Hospital,21.26,,
2548,    Salt Lake Community College,"
Works individually with student interns on experimental design, execution, and data analysis. Facilitate Intern Training....","Salt Lake City, UT",,"Coordinator 3, InnovaBio Scientist and Mentor",,,
2549,    Great Basin Scientific,"
Organize results logically, document thoroughly, and present at data review meetings. The position will require interfacing with clinicians and scientists to...","Salt Lake City, UT 84120",,Clinical Research Associate (various levels and multiple positions),,,
2550,    University of Utah,"
Collaborate with other SCTM scientists to organize data collection, integration and analysis. Data management using FileMaker Pro software or equivalent to...","Salt Lake City, UT",,Lab Specialist,,,
2551,    Progressive Leasing,"
We have an exciting new opportunity for an innovative Data Scientist to join Progressive’s Risk team! Experience performing data analysis and interpreting...","Draper, UT",,Data Scientist,,,
2552,    Merrick Bank,"
This could include individuals with analytical, statistical, data science, and programming backgrounds....","South Jordan, UT 84095",,Director of New Account Acquisition Analytics,,,
2558,"    XCR Diagnostics, Inc","
Computational data analysis using spreadsheets/graphing software. Work with scientists and engineers to integrate laboratory assays with novel instrument and...","Park City, UT 84098",,Research Associate/Scientist,,,
2559,    Nityo Infotech Services Pvt. Ltd.,"
Image processing and computer vision background and / or Should be expert in Machine learning. Programming skills C, C++ Keywords Image Processing, Machine","Salt Lake, UT",,Image Processing/Machine Learning Consultant,,,
2560,    ARUP Laboratories,"
Duties include data handling and input; Meet this requirement can apply to complete a structured program in Blood Banking under the auspices of a NAACLS...","Salt Lake City, UT 84119",,Blood Component Specialist Trainee,,,
2561,    BioFire Defense,"
Reports to the Lab Supervisor or a Scientist. Performs general lab duties, designs and conducts experiments, collects and analyzes data and keeps an accurate...","Salt Lake City, UT",,Research Associate I or II,,,
2562,"    T3S Technologies, Inc.","
This position works under the guidance of multiple scientists, where they will be given project assignments and general instructions for routine work....","Salt Lake City, UT",15.0,Lab Technician,15.0,,
2563,    Great Basin Scientific,"
Associate Director or Senior Scientist. The RA will be expected to work independently within a small team of Research Associates and Scientists....","Salt Lake City, UT 84120",,Research Associate (various levels and multiple positions),,,
2564,    USANA Health Services,"
As a part of the USANA R&D team, we seek a biophysicist or bioengineer for a Staff Scientist position....","Salt Lake City, UT",,Biophysicist,,,
2565,    University of Utah,"
Data backups will also be managed by this position. This individual will oversee systems integration of code generated by the grant into a workflow between...","Salt Lake City, UT",,Graduate Research Assistant,,,
2566,    C.R. Bard International,"
Researches and reviews clinical data for assigned projects. Bard Peripheral Vascular is located Tempe, AZ – where a tradition of vascular innovation spans...","Salt Lake City, UT",,R&D Intern- VAD,,,
2567,    Covance,"
Evaluate data for incorporation into written reports. You will have the opportunity to work with some of the world’s leading Bioanalytical scientists and most...","Salt Lake City, UT",,Research Assistant BioAnalytical Chemistry,,,
2573,    University of Utah,"
Provides concise data reports and clear data visualizations for providers and executive leadership. Collaborates with multi-disciplinary teams of data...","Salt Lake City, UT",,Business Data Analyst Sr,,,
2574,    Seeking Alpha Search International,"
Working with data validation members and information technology professionals to determine model data integrity. Seeking Alpha Search International, Inc....","Salt Lake City, UT 84111 (Central City area)",155000.0,QUANTITATIVE MODEL VALIDATION ANALYST,,,155000.0
2575,    Covance,"
Evaluates data for experiment modification and contribute to report preparation/review. You will have the opportunity to work with some of the world’s leading...","Salt Lake City, UT",,Research Associate,,,
2576,    USANA Health Sciences,"
A Senior Scientist position is open immediately at USANA in the Department of Research and Development. The experiment data will be processed with related...","Salt Lake City, UT",,Senior Scientist,,,
2577,    Instructure,"
Scour the web for relevant information and data. The Intern will work and learn within a team of skilled researchers and data scientists, and will contribute to...","Salt Lake City, UT",,Product Research Intern,,,
2578,    ARUP Laboratories,"
Clinical protocols used for genetic sequence, phenotype analysis, data mining or statistical modeling. Develop data analysis methods, and extend, adapt and...","Salt Lake City, UT 84119",,Bioinformatics Scientist,,,
2579,    Numetric,"
Work with data scientists to design customer dashboards and reports. Numetric is looking for entry and mid level data analysts to help us turn business data...","Highland, UT",,Data Analyst,,,
2580,    University of Utah,"
Manage data for multiple large-scale genome sequencing projects. Analyze patient data using command line and web-based computational tools....","Salt Lake City, UT",,Sr Research Analyst,,,
2581,    University of Utah,"
Maintain up-to-date files and records of research data. You will gain hands-on research experience and work alongside leading scientists, statisticians,...","Salt Lake City, UT",,Staff Research Assistant,,,
2582,"    BioFire Diagnostics, LLC.","
Reports to the Lab Supervisor or a Scientist. Performs general lab duties, designs and conducts experiments, collects and analyzes data and keeps an accurate...","Salt Lake City, UT",,Research Associate I or II,,,
2588,"    BioFire Diagnostics, LLC.","
Excellent experimental design, data analysis, critical thinking, troubleshooting, and data presentation skills....","Salt Lake City, UT",,Scientist I,,,
2589,"    MDI RECRUITERS, LLC","
Conducts sophisticated data mining analyses and builds data mining models with specific goals in mind. Defines the technical and data requirements of analytic...","Salt Lake City, UT",,Data Scientist,,,
2590,    Extra Space Storage,"
Monitor data collection, data processing, analysis and reporting related to testing, attribution, marketing and customer satisfaction programs....","Salt Lake City, UT",,Sr. Data Scientist,,,
2591,    Zions Management Services,"
Perform modeling, data analysis and programming in SAS, SQL, and Excel. Is one of the nation’s premier financial services companies with total assets of...","Salt Lake City, UT",,Quantitative Modeling Analyst,,,
2592,    Electronic Arts,"
Work collaboratively with leadership, design, producers, data analysts, and data scientists, to present data that will provide actionable insights into the game...","Salt Lake City, UT 84111 (Central City area)",,Business/Game Analytics Manager,,,
2593,    Snap Finance,"
The Data Scientist will also explore emerging technologies to evaluate new analytic solutions. Snap is seeking a Data Scientist who will apply their knowledge...","Salt Lake City, UT",,Senior Data Scientist,,,
2594,    ARUP Laboratories,"
This includes the design, execution and data interpretation of experiments. We are seeking a research scientist to join our R&D Infectious Disease team at ARUP...","Salt Lake City, UT 84119",,R&D Scientist I,,,
2595,    Salt Lake Community College,"
Ability to perform advanced statistical analysis on complex multi-dimensional and hierarchically structured data, including using techniques from areas such as...","Salt Lake City, UT",,"Analyst 3, Statistical Researcher",,,
2596,    ADP,"
At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...","Salt Lake City, UT 84119",,Configuration Analyst,,,
2597,    Lifetime Fitness,"
Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....","South Jordan, UT",,Ultimate Hoops Statistician,,,
2636,    Twitter,"
Familiarity with statistical packages (SPSS, R, etc) and data query languages (SQL, etc). Agency Research Analyst....","New York, NY",,Agency Research Analyst,,,
2637,    Société Générale,"
Based on the risk model, stress test or risk process documentation and data, and using its technical skills and critical spirit the auditor will benchmark and...","New York, NY",,Quantitative Analyst (Regulatory Models),,,
2639,    Weill Cornell Medical College,"
Performs MRI scanning and analyses the data. Requires and checks the data generated by other units (Pathology, Toxicology etc.)....","New York, NY",,Research Specialist,,,
2642,"    EmployVision, Inc","
Data Scientist and Managing Strategy Consultant*. Data analytics and modeling, data visualization, business acumen and strategy....","New York, NY",,Data Scientist : Managing Strategy & Analytics,,,
2664,    Columbia University,"
The Institute for Genomic Medicine at Columbia University Medical Center seeks a highly motivated and creative postdoctoral research scientist to study the...","New York, NY",,Postdoctoral Research Scientist,,,
2667,"    Liebowitz Law Firm, PLLC","
Young, Long Island law firm seeks individual with superior data management skills and strong IT background....","Valley Stream, NY",,Research Analyst w/ Strong IT Skills,,,
2669,    Northwell Health,"
Ensure the collection and analysis of research data. You will collaborate with other Investigators and Scientists in facilitating scientific research....","Manhasset, NY",,Investigator (Bioelectronic Medicine @ The Feinstein Institute),,,
2686,    DEPT OF HEALTH/MENTAL HYGIENE,"
Expertise in epidemiological data analysis, demography, research design & program evaluation methodologies. Two years as a City Research Scientist Level I can...","Queens, NY",97866.5,"Director of Research, Evaluation and Reporting, Health Access Equity Unit",,,97866.5
2709,    Career Path Group,"
Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets and...","Long Beach, NY 11561",,Data Scientist & Analytics Developer,,,
2726,    DEPT OF HEALTH/MENTAL HYGIENE,"
-Independently conduct data analysis projects. - Provide guidance in the appropriate use of different data sources....","Queens, NY",,"City Research Scientist, Bureau of Sexually Transmitted Disease Control",,,
2742,    DEPT OF HEALTH/MENTAL HYGIENE,"
The Research Scientist will:. Two years as a City Research Scientist Level I can be substituted for the experience required in ""1"" and ""2"" above....","Queens, NY",53.565,"Research Scientist, WDRAP Program Director, Bureau of Communicable Disease",53.565,,
2755,    DEPT OF HEALTH/MENTAL HYGIENE,"
The Senior Analyst will work with a dynamic, cross-disciplinary team that extracts data from the New York State Medicaid data as well as other data resources...","Queens, NY",,"Senior Data Analyst, Primary Care Information Project",,,
2757,    T3 Trading Group LLC,"
Statistical Pairs Trading and Convergence Position We are currently hiring proprietary traders for our selective Pairs Trading Group. The pair trade or pairs","Queens, NY",,Statistical Pairs Trading Positions,,,
2759,"    Liebowitz Law Firm, PLLC","
Young, Long Island law firm seeks self-motivated individuals who thrive in a fast-paced environment. Responsibilities:  - Perform investigative research","Valley Stream, NY",,Research Analyst - Entry Level,,,
2779,    NYU Langone Medical Center,"Analyze data conversion needs. This position routinely performs in-depth analysis of workflows, data collection, report details, and other technical issues...","New York, NY",,"Epic Analyst, Long Term Care",,,
2781,    Verizon,"Data Analytics – Junior Data Scientist. As Wikipedia states ”Data Scientist have the ability to find and interpret rich data sources, manage large amounts of...","Alpharetta, GA",,Junior Data Scientist - Data Analytics,,,
2782,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
2783,    Home Depot,"Extensive work experience in Application Development, Optimization, Data Mining, Data Modeling, and Statistical Analysis....","Atlanta, GA",,DATA SCIENTIST- Space Optimization,,,
2784,    Centers for Disease Control and Prevention,"
Design, collect and analyze surveillance and scientific data. Assist in the development of scientific and data management protocols, procedures, and guidelines....","Atlanta, GA",94531.0,Scientific Information Specialist,,,94531.0
2785,    Accenture,"
Minimum of 2 years of Data Analysis / Data Analytics / Data Scientist experience. Work closely with clients to define data sources, data correlation, and...","Atlanta, GA",,Telecommunications Data Analytics Consultant,,,
2786,    Nomi,"
Good data modeling intuition. Scale new algorithms to large data sets. Our vision is to explore and understand our unique data while building statistical models...","Atlanta, GA",,Data Scientist,,,
2787,    Zinger Software Solutions,"
Strong understanding of algorithms and advanced data structures. Experience in solutions that leverage distributed processing of large data sets (e.g....","Atlanta, GA",,Data Scientist/Analyst,,,
2788,    IBM,"
Build real-time interactive point- and map-based weather data visualizations based on data APIs and/or other stored or streaming data sources for internal...","Atlanta, GA",,Data Visualization Software Engineer,,,
2789,    Cox Automotive,"
Description Cox Automotive is hiring a Senior Data Scientist. The Data Scientist, Senior Lead will be involved in all phases of (Big Data) analytics projects...","Atlanta, GA",,Senior Data Scientist,,,
2790,    LexisNexis,"
The incumbent will have a firm understanding of data mining, statistical methods, and multiple modeling/scoring techniques....","Alpharetta, GA 30005",,Associate Statistical Modeler,,,
2791,    SunTrust,"
Statistical Modeler-264681 Description • Develop or analyze statistical & quantitative models. Research best practices and new technologies. • Perform","Atlanta, GA",,Statistical Modeler,,,
2792,    Booz Allen Hamilton,"
Experience with data manipulation. Experience with analyzing large scale data sets. Monitor and assess data integrity and accuracy using commonly accepted...","Atlanta, GA",,Health Statistician,,,
2793,    KPMG,"
Work with data scientist to identify data needs, sources, and structure to support client issues problem solving....","Atlanta, GA 30338",,"Manager, Data & Analytics Consultant",,,
2794,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
2795,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Senior Data Scientist BIG DATA,,,
2798,    Choice Technology Group,"
Thorough understanding of digital metrics • Passion for learning new tools and visualizing data outputs • Attention to detail and accuracy in compiling and...","Atlanta, GA",,Digital Research & Analytics Analyst,,,
2799,    Turner,"
Independently interpret data into usable formats, and provide insights about linear TV, VOD and SVOD viewership for Cartoon Network & Boomerang and competitors...","Atlanta, GA 30319",,Sr Research Analyst,,,
2800,    Equifax,"
Activities would include design of questionnaires, coordination/managing of projects and timelines with internal departments/external vendors, data processing...","Atlanta, GA 30328",,Consumer Research Analyst,,,
2801,    Booz Allen Hamilton,"
Knowledge of where to find data sources at the local, state, federal, and private levels and how to extract metadata and interpret data as-is and in context...","Atlanta, GA",,Data Scientist,,,
2802,    CocaCola,"
Finance and Procurement Operations, Human Resources Operations, Workplace Strategy and Operations, Controls and Compliance, Change Practice, Operational...","Atlanta, GA",,UX Research Analyst,,,
2803,    KPMG,"
Five years of professional experience working as a Data Scientist. Machine learning, data visualization, statistical modeling, data mining, or information...","Atlanta, GA 30338",,"Sr Associate Data Scientist, Big Data",,,
2804,    Georgia Tech,"
Our expert scientists and engineers turn ideas into workable solutions and then put those solutions into action....","Atlanta, GA",,Courier I (Tech Temp),,,
2805,    Karna LLC,"
DTS, Monitoring and Evaluation, laboratory, testing, data collection techniques, qualitative data analysis. Perform duties as outlined herein while exhibiting...","Atlanta, GA 30329",,Biologist/Chemist,,,
2806,"    Anthem, Inc.","
5-7 Exploratory Data Discovery/Scientist. Coordinates all enterprise-level conceptual architecture components (e.g., data architecture, application architecture...","Atlanta, GA",,Enterprise Architect/Analytics Platform (113008),,,
2807,"    Intercontinental Exchange, Inc.","
Investigate and manage large data sets. The Quantitative Analyst will join a growing financial engineering team that researches, implements, prototypes, and...","Atlanta, GA 30328",,Quantitative Analyst (5051),,,
2813,    Bureau Veritas,"
Candidate must be able to use various data sources including scan drawings, aerial photos, and existing AutoCAD files....","Kennesaw, GA 30144",,"AutoCAD Operator - Kennesaw, GA",,,
2814,    Velossent,"
Experience with leading teams comprised of Data Scientists, Data Engineers, and Data Analysts. Experience with building/managing Data Warehouses & Data Lakes....","Atlanta, GA",160000.0,Director of Data,,,160000.0
2815,    ANALYTICA,"
Experience with analyzing longitudinal and survival data (including interval-censored data) based on complex survey designs....","Atlanta, GA",,Sr. Statistical Programming Support Engineer,,,
2816,    PreVisor,"
Identify opportunities for improving, collecting and analyzing data, and developing assessment content. The Research Scientist is critical to the Content and...","Atlanta, GA",,Research Scientist,,,
2817,    Tetra Tech,"
Work will include multi-media sampling, field audits and inspections, organizing and reviewing data, preparing reports, file reviews, contractor oversight, and...","Duluth, GA",,Senior Environmental Scientist/Consultant,,,
2818,"    Wismettac Asian Foods, Inc.","
Wismettac Asian Foods, Inc., (formerly Nishimoto Trading Co., Ltd.), in Norcross, GA, seeks a full-time Market Research Analyst to research market conditions...","Norcross, GA 30071",50794.0,Market Research Analyst,,,50794.0
2819,    Home Depot,"
Analyze study data, create and present reports to appropriate stakeholders. POSITION PURPOSE - The Usability Research Sr Analyst conducts usability testing,...","Atlanta, GA",,"Sr. Analyst, Usability Research (Digital Next Generation)",,,
2820,    Centers for Disease Control and Prevention,"
As an Interdisciplinary Health Scientist/ Behavioral Scientist you will:. Manage improvement plan task completion and analyze performance data to track progress...","Atlanta, GA",94531.0,Interdisciplinary Health Scientist/ Behavioral Scientist,,,94531.0
2821,"    Fiserv, Inc.","
Strong understanding of data analysis, data integration including real-time integration, data management, data migration, and business intelligence....","Atlanta, GA",,"Director, Business Development",,,
2822,    Karna LLC,"
E)Ability to analyze data, exhibit data collection techniques and qualitative data analysis. Data Collection Activities....","Atlanta, GA 30329",,Health Scientist,,,
2828,"    Emcien, Inc.","
Write C Macro wrappers for data structures. Communicating Data Science Concepts to Business End Users*. Software Engineer for Data Science Product - Focus on C...","Atlanta, GA",,C Developer for Data Science Product,,,
2829,    Charter Global Inc,"
Data Modeling skills*. Cassandra specialist with Data Science background.*. 6-12 Months Contract*....","Atlanta, GA 30328",,Data Scientist / Data Modeler,,,
2830,    Northrop Grumman,"
Perform data entry, cleaning, and analysis (both qualitative and quantitative) from multiple data sources including but not limited to surveys, focus groups...","Atlanta, GA",,Health Research Analyst 4,,,
2831,"    Georgia Medical Care Foundation, Inc.","
Directly responsible for statistical integrity, adequacy & accuracy of data used. The Health Data Statistician is responsible for conducting advanced...","Atlanta, GA",,Health Data Statistician,,,
2832,    Manhattan Associates,"
Perform data analysis and data mining techniques to identify possible design gaps and problems internal to optimization engine. About Manhattan Associates....","Atlanta, GA",,"Senior Operations Research Analyst, R&D (Atlanta, GA)",,,
2833,"    Flex HR, Inc. - Client is in Atlanta, GA","
Analyzing data to develop clear, detailed findings for clients. Advanced quantitative and data analysis skills (consumer research experience is a bonus)....","Atlanta, GA",,Project Analyst - Real Estate Research,,,
2834,    Castle Medical,"
Gathers and maintains accurate and complete records of patient lab work results, processing worksheets, assay quality control data, test results, and final...","Smyrna, GA 30082",,Clinical Lab Scientist,,,
2835,    CACI International Inc,"
Assists in the review of study data for data quality; Oversees and develops data management systems, including computer programs to monitor data quality;...","Atlanta, GA",,STATISTICIAN Job,,,
2836,"    Pro-Sphere Tek, Inc.","
And knowledge of split sample weighting such as data trimming and data raking (iterative proportional fitting)....","Atlanta, GA",,Survey Statistician/Methodologist,,,
2837,    DeKalb Workforce Development,"
 Makes field book notes and sketches of data gathered at job site.  Ability to write clear, accurate notes of conditions and measurements of data gathered in...","Decatur, GA",,Instrument Man,,,
2843,    UCB,"
Data, data infrastructure and integration, sales operations, reporting, basic analytics, advanced analytics);...","Atlanta, GA",,Commercial Data and Analytics Team Leader,,,
2844,    Altus Technology Solutions LLC,"
Ability to work well independently and collaboratively with other scientists and laboratorians. This entails compiling and analyzing quality data to evaluate...","Atlanta, GA",,Quality Assurance Specialist II,,,
2845,    Centers for Disease Control and Prevention,"
As a Supervisory Health Scientist, you will. Quality improvement and presentation and publication of data and research findings....","Atlanta, GA",141158.0,Supervisory Health Scientist,,,141158.0
2846,    Principle Solutions Group,"
Data Analysis, Data Analytics, Data Analyst, Audit, SQL, SAS, Cognos, QlikView, Data Management, Data Validation, Data Quality, Data Integrity....","Atlanta, GA",,Data Analytics/Data Analysis Technical Project Manager,,,
2847,    Exponent,"
Our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve...","Atlanta, GA 30326 (Buckhead area)",,Senior Associate,,,
2848,    firstPRO,"
Growing and highly stable company has an immediate need for a Senior Software Engineer on a direct hire basis. In this role, you will play an integral role in","Atlanta, GA",120000.0,C++ Developer / Machine Learning,,,120000.0
2849,    AT&T,"
Are you a Big Data Software Engineer with fast prototyping skills and the ability to create data platforms that enable the work of data scientists and analysts...","Atlanta, GA",,Software Engineer Big Data (Texas & Georgia),,,
2850,    The Rainmaker Group,"
Statistics, data analysis:. Minimum of 2 years hands-on experience in performing data analysis including manipulating large and diverse data, cleaning data, and...","Alpharetta, GA 30022",,Data Scientist,,,
2851,    UPtv,"
Manager, Data & Analysis. Digital data analysis, and how to effectively communicate optimization. An experienced Digital....","Atlanta, GA",,"Manager, Data & Analysis",,,
2852,    PreVisor,"
Knowledgeable in SPSS and data analysis programs. Contribute to the ongoing development, validation, revision, and management of assessments and solutions and...","Atlanta, GA",,Associate Research Scientist - 6-month intern position,,,
2859,    Deloitte,"
Statistics, moderate to advanced data analysis skills. Create specific data cuts based on specified criteria. Create custom peer groups and statistical analysis...","Atlanta, GA",,Quantitative Analyst - Global Benchmarking,,,
2860,    Home Depot,"
Solid understanding and use of statistical software to manipulate, analyze and interpret data. Strong analytical and statistical skills.Advanced computer skills...","Atlanta, GA",,STATISTICAL FORECAST ANALYST,,,
2861,    firstPRO,"
Data scientist, SQL, data anlysis, R:. Fast growing, exciting company has an immediate need for a SQL Data Scientist on a direct hire basis....","Atlanta, GA",100000.0,Data Scientist / SQL,,,100000.0
2862,    KPMG,"
Work with data scientists to identify data needs, sources, and structure to support client issues. Deliver client analytics projects as part of broader team of...","Atlanta, GA 30338",,Data Analytics Business Consultant,,,
2863,    Reed Elsevier,"
Experience matching/merging multiple data set. Strong understanding of statistical methods applied to data analysis....","Alpharetta, GA",,Statistical Modeler,,,
2864,    Otogenetics Corporation,"
General knowledge of data mining. Strong knowledge of statistics, algorithms and data analyses. Familiarity with next-generation sequence data analysis tools,...","Atlanta, GA 30360",,Bioinformatics/Computer Scientist with Bioinfomatics Experience,,,
2865,    JMG Talent Solutions,"
Data Scientist-Econometrics,Optimization & Quantitative Finance. Must be a self-starter with advanced math and hands-on programming skills who is comfortable...","Atlanta, GA",,R Programmer - Data Scientist,,,
2866,    Capgemini,"
Our Data Scientists come from all sorts of backgrounds, but all share the same characteristics; Good knowledge of various database systems from which data...","Atlanta, GA",,Data Science Consultant,,,
2867,    Home Depot,"
Analyze study data, create and present reports to appropriate stakeholders. POSITION PURPOSE - The Usability Research Sr Analyst conducts usability testing,...","Atlanta, GA",,"Sr. Analyst, Usability Research",,,
2868,    Cox Communications,"
Work with data scientist in the business as a SME in effectively utilizing data, creating models and results....","Atlanta, GA",,"Analytics Architect, Lead",,,
2873,    Turner,"
Data Scientist will lead a team of analysts that will develop new practices and approaches, collaborating with key stakeholders in the Audience Development team...","Atlanta, GA 30319",,Sr. Data Scientist,,,
2874,    AT&T,"
Mentor to Big Data interns and to data scientist. Perform data studies and data discovery around new data sources or new uses for existing data sources....","Roswell, GA",,Principal Data Scientist BIG DATA,,,
2875,    Daytal,"
Extract, aggregate and synthesize data from diverse structured and unstructured data sources. Identify and develop new data driven product features and enhance...","Atlanta, GA",,Data Scientist,,,
2876,    Lifetime Fitness,"
Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....","Atlanta, GA",,Ultimate Hoops Statistician,,,
2877,    Georgia Tech Research Institute,"
The candidate would support all aspects of GTRI’s efforts in building a health data analysis platform and analyzing health data ranging from claims, clinical,...","Atlanta, GA 30318 (Rockdale area)",,Health IT - Analytics Specialist,,,
2878,    LexisNexis,"
Experience matching/merging multiple data set. Strong understanding of statistical methods applied to data analysis....","Alpharetta, GA 30005",,Statistical Modeler,,,
2879,    Kabbage,"
Collaborate with software architects, database engineers, optimization analysts, data scientists and product management teams to drive key strategic initiatives...","Atlanta, GA",,Chief Analytics Officer,,,
2880,    AT&T,"
As a data engineer you’ll use your sense of urgency and fast prototyping skills to create data platforms that enable the work of data scientists and analysts...","Atlanta, GA",,Professional Big Data Software Eng BIG DATA,,,
2881,    UCB S.A.,"
Data, data infrastructure and integration, sales operations, reporting, basic analytics, advanced analytics);...","Atlanta, GA",,Commercial Data and Analytics Team Leader,,,
2882,    Morehouse School Of Medicine,"
Research Scholar position is open for energetic, motivated scientist interested in cardiovascular research. Conducing experiments, data collection and analysis,...","Atlanta, GA",,RP#0629 Research Scholar,,,
2888,    DIVERSANT LLC,"
Experience with Hadoop programming model for large scale data processing. Candidate must be experienced with algorithm and data structure design and analysis....","Atlanta, GA 30339",,Data Scientist,,,
