,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
474,    Boston Technology Corporation,"
2+ years experience in data mining, *statistical analysis and modeling using SAS*. Statistician SAS programmer....","Charlestown, MA",,Statistician SAS programmer,,,
475,    AIR Worldwide,"
Interest and ability in data science, especially as it applies to cyber risk. AIR Worldwide has an immediate opportunity for a Research Scientist in our Cyber...","Boston, MA 02116 (South End area)",,"Scientist, Research and Modeling-Cyber Risk",,,
476,    Amazon Corporate LLC,"
You will leverage Amazon’s heterogeneous data sources and large-scale computing resources to accelerate advances in spoken language understanding....","Cambridge, MA",,Machine Learning Scientist,,,
477,"    Foundation Medicine, Inc.","
Proficiency in statistical data analysis, esp. You are someone who has experience developing complex bioinformatics pipelines to process and analyze next...","Cambridge, MA",,Bioinformatics Scientist / Computational Biologist,,,
478,    CVS Health,Manager of Data Science & Innovation to join its Loyalty & Personalization team. This individual will drive workstreams developing business solutions using big...,"Boston, MA",,"Sr. Manager, Data Science & Innovation",,,
479,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Boston, MA",,Data Scientist – Predictive Analytics,,,
480,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Boston, MA",,Data Scientist – Predictive Analytics,,,
481,    Harvard University,Assist CIL’s Senior Data Scientist in execution of challenge requirements. The Crowd Innovation Lab (CIL)/NASA Tournament Lab (NTL) at Harvard is looking for an...,"Cambridge, MA",,Post-Doctoral Fellow in Data Science,,,
482,    CVS Health,Manager of Data Science & Innovation to join its Loyalty & Personalization team. This individual will drive workstreams developing business solutions using big...,"Boston, MA",,"Sr. Manager, Data Science & Innovation",,,
483,    Hopper,"
We’re looking for a data-savvy individual to join our team as a data scientist, to create consumer-focused research content and support user-centric product...","Cambridge, MA",,Data Scientist,,,
484,    Pixability,"
Providing data and advanced analytics to our data analysis and insights team. Demonstrable ability to provide compelling insights based on large data sets....","Boston, MA 02114 (Back Bay-Beacon Hill area)",,Data Scientist,,,
485,    Bevi,"
We are seeking a Data Scientist to charter Bevi's strategy in collecting data and developing applications....","Boston, MA",,Data Scientist,,,
486,    Vertex Pharmaceuticals,"
A proven track record in computational analysis of large “omics” data sets (e.g. Degree in human/statistical genetics, (cancer) genomics, or a related field in...","Boston, MA 02110 (Central area)",,"Computational Genomics, Research Scientist I",,,
487,    Tiger Analytics,"
As a Data Scientist you will work with our clients to define a business problem into an analytical problem, determine solution requirements, design the analysis...","Boston, MA",,Sr Data Scientist,,,
488,"    Amazon Web Services, Inc.","
Interested in creating new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data?...","Cambridge, MA",,Data Scientist - Boston,,,
489,    Ecova,"
As a Data Scientist at Retroficiency, you will be joining an industry-leading R&D team with extensive academic and industry experience in building energy...","Boston, MA",,Data Scientist,,,
490,    Booz Allen Hamilton,"
Work as a data scientist with advanced analytics expertise for Booz Allen Hamilton. Experience with data analytics....","Boston, MA",,Data Scientist,,,
491,    Department of Veterans Affairs,"
Data monitoring committee; Performs informatics and data processing activities and conducts complex statistical analyses using statistical methodology (both...","Boston, MA",,Statistician (Health),,,
492,    Cognizant,"
Data Discovery & Profiling:. Provide technical guidance to the team to identify the data source and review data profiling to understand the data and its quality...","Waltham, MA",,Data Scientist,,,
493,    Philips,Clinical Informatics Scientist. Experience in health care data and communication standards (HL7; Experience with relevant data analytics/visualizationtools such...,"Cambridge, MA",,Clinical Informatics Scientist - 144761,,,
494,    Princeton Consulting,They are looking to add brilliant Data Scientists to their team. This firm uses computer vision and other machine learning technologies to discover meaningful...,"Boston, MA",,Data Scientist,,,
495,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
496,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
497,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
498,    Medlytic,"
We are looking for a data scientist who sees waste and unlocked value in EMR data, and is passionate about breaking down these barriers to improve healthcare....","San Francisco, CA",110000.0,Data Scientist / Bioinformatics (co-founder),,,110000.0
499,    Uber,"
The adversarial problems we solve are among the toughest challenges a data scientist can encounter. Our opponents morph everyday, and we use data at scale to...","San Francisco, CA 94105 (Financial District area)",,Data Scientist - Fraud and Security,,,
500,    Strategi LLC,"
Job Description WHAT YOU'LL BE DOING: Collaborate with teams to plan and execute data-focused projects that help the company make better, smarter, and faster","San Francisco, CA",,Data Scientist,,,
501,    Siemens,"
Hands-on expertise in handling and analyzing large data sets. We are looking for a motivated Research Scientist who would like to be part of a dynamic team in...","Berkeley, CA",,Research Scientist - Machine Intelligence,,,
502,    Airbnb,"
Work with data scientists to develop a scalable data visualization platform. Help data scientists optimize productionized Pig and Hive queries....","San Francisco, CA",,Data Engineer,,,
503,    Vida,"
Working knowledge of distributed systems and big data processing pipelines. Define, research, experiment, prototype, design, code, test, deploy, maintain, and...","San Francisco, CA 94110 (Mission area)",,"Scientist, Data Science",,,
504,    kWh Analytics,"
Experience in weather data is a strong plus. A track record of spotting relevant trends in noisy data sets. Pivoting quickly from one data analysis project to...","San Francisco, CA 94104 (Financial District area)",120000.0,Data Scientist,,,120000.0
505,    Cox Enterprises,"
As Data Scientist at NewCo, you’ll help us find out just how far we can go to help our publishers to maximize their yield and help our demand partners to find...","San Francisco, CA",,Data Scientist,,,
506,    Zynga,"
Work with large amounts of data. Zynga’s data science team uses our unique and expansive data to model and predict user behavior, making our games more...","San Francisco, CA",,Data Scientist,,,
507,    Uber,"
We’re looking for an experienced data scientist on our Marketing Analytics team to use advanced analytics and modeling to drive spend decisions for Uber’s multi...","San Francisco, CA 94103 (South Of Market area)",,Marketing (Advanced) Analytics - Data Scientist,,,
508,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
509,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
510,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
511,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
512,    Uber,"
You will be working with team of data scientists responsible for providing insights to the finance leadership to make financial decisions....","San Francisco, CA 94103 (South Of Market area)",,"Sr Data Scientist, Finance",,,
513,    SF VA Medical Center,"
Compose and edit manuscripts to report data derived from experimental studies. Computer literacy with emphasis on Windows Excel, Abobe Photoshop, and...","San Francisco, CA",,Research Scholar,,,
514,    Genentech,"
Exceptionally strong communication, data presentation and visualization skills. Broad experience with data generated by one or more high-throughput molecular...","South San Francisco, CA",,"Bioinformatics Scientist, Cancer Immunology",,,
515,    Hampton Creek Foods,"
As a Food Scientist in Product Research you will be an important member of our R&D team and involved in the full spectrum of projects involving innovative food...","San Francisco, CA",,Food Scientist – Product Research,,,
516,    Thermo Fisher Scientific,"
BS in computer science MS in computer science Ability to provide statistical solutions and machine learning Algos for CE and qPCR instruments and","San Francisco, CA",,Data Scientist,,,
517,    Exponent,"
This individual will work with a multi-disciplinary team of scientists and engineers and will play a key role in designing and running experiments, as well as...","Menlo Park, CA 94025",,Associate/Scientist,,,
518,    Kabbage,"
What it takes to be a Data Scientist at Kabbage. A day in the life of a Data Scientist at Kabbage. Work with multiple, complex data sources such as financial...","San Francisco, CA",,Data Scientist,,,
519,    Affirm,"
Conduct ad-hoc data analyses; Deep understanding of and experience with machine learning and data analysis. Build production fraud and credit machine learning...","San Francisco, CA 94126 (Financial District area)",,Data Scientist,,,
520,    Gap Inc.,"
The Senior Data Scientist, Customer Data Science, delivers dedicated customer profiling and segmentation, statistical modeling and machine learning algorithms,...","San Francisco, CA",,"Senior Data Scientist, Customer Data Science",,,
521,    Zymergen,"
Interact with software engineers for the capture, storage, and processing of measurement and process data. Zymergen is hiring a Scientist to develop assays for...","Emeryville, CA 94608",,"Scientist, Assay Development",,,
522,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
523,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
524,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
525,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
526,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
527,    Google,"
As a Data Scientist, you should be experienced with and passionate about using data to drive strategy and product recommendations....","San Bruno, CA",,"Data Scientist / Quantitative Analyst, YouTube",,,
528,    Workbridge Associates,"
Familiarity with data visualization, web analytics and modeling. 5+ years experience in machine learning and big data technologies (Hadoop or Spark preferred)....","San Francisco, CA",142500.0,Senior Level Data Scientist,,,142500.0
529,    Pocket Gems,"
As a data scientist, you will combine your strategic and analytical skill sets to develop, test, and analyze hypotheses that will have a far-reaching impact on...","San Francisco, CA 94104 (Financial District area)",,"Data Scientist, Episode",,,
530,    Thomson Reuters,"
Explores existing data for insights and recommends additional sources of data for improvements. Ability to test ideas and adapt methods quickly end to end from...","San Francisco, CA 94105 (Financial District area)",,Data Scientist,,,
531,    Zymergen,"
We favor a Scientist with experience in some or all of the following areas:. Zymergen is hiring a Scientist with experience in fermentation to advance bench...","Emeryville, CA 94608",,"Scientist, Fermentation",,,
532,    Shutterfly,"
The Data Scientist will be responsible for identifying opportunities to use customer driven analytics and marketing optimization techniques to improve decision...","Redwood City, CA",,Data Scientist,,,
533,    Hired,"
Hired is looking for a Senior Data Scientist to be the first member of our data science and relevance team to build new products using machine learning...","San Francisco, CA",,Senior Data Scientist,,,
534,    Pacific Gas and Electric,"
The Principal Data Scientist will specifically be responsible for:. Also GIS, spatial data as well as data modeled by graphs, graph databases....","San Francisco, CA 94105 (Financial District area)",,Principal Data Scientist,,,
535,    Sano,"
Develop production quality code that will run in our data processing centers. Create algorithms that scale easily with both the amount of data per user and the...","San Francisco, CA",,Signal Processing Scientist,,,
536,    Ancestry,"
Working with a nimble team of physicians, geneticists, statisticians, computer scientists and epidemiologists, the Scientific Data Wrangler will be responsible...","San Francisco, CA",,Scientific Data Wrangler,,,
537,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
538,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
539,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
540,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
541,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
542,    Seven Bridges,"
Previous experience with large-scale genomic data (e.g. Proficient in next-generation sequencing data analysis and variant analysis....","San Francisco, CA",,Bioinformatics Scientist,,,
543,    Workbridge Associates,"
A well-known San Francisco gaming company is looking to add a Senior Data Scientist to their team. They are looking for someone to build new products using...","San Francisco, CA",165000.0,Senior Data Scientist,,,165000.0
544,    Thomson Reuters,"
Thomson Reuters is Hiring Data Scientists and Data Engineers !! In addition, you will assess and validate the reliability of source data and business systems...","San Francisco, CA 94105 (Financial District area)",,All Levels Data Scientist & Data Engineer Opportunity,,,
545,    Doximity,"
We're looking for a Data Analyst to join our data team. Develop, implement and maintain data products utilizing both external data and Doximity’s rich internal...","San Francisco, CA",,Data Analyst/Senior Data Analyst,,,
546,    OpenTable,"
Senior Data Scientist. OpenTable is looking for an experienced, impact-driven Senior Data Scientist to join our team....","San Francisco, CA 94103 (South Of Market area)",,Senior Data Scientist,,,
547,    Workbridge Associates,"
The Data Scientist will have an opportunity to work on huge data sets. Pulling data from data warehouse, massaging data, inspecting validation processes,...","San Francisco, CA",165000.0,Data Scientist,,,165000.0
548,    Esurance,"
Extensive experience in data management and data scrubbing. Technical mentoring for junior data scientists in the team while owning independent deliverables....","San Francisco, CA",,Senior Data Scientist,,,
549,    Paymentwall,"
Ability to use appropriate data analytics tools to compile data in an effective manner. Knowledge of Data Analytics tool....","San Francisco, CA 94103 (South Of Market area)",,International Market Research Analyst,,,
550,    Ancestry,"
Data Mining Product team is looking for an experienced Data Scientists who has a passion to build data products and data systems....","San Francisco, CA",,Senior Data Scientist,,,
551,    Adroit resources,"
Scale new algorithms to large data sets. Train algorithms to apply models to new data sets. Provides and supports the implementation of business solutions....","San Francisco, CA",,Data Scientist,,,
552,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
553,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
554,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
555,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
556,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
557,    DCM Data Systems,"
Mid level candidate. With banking experience/Financial domain. HDFS knowledge Statistical modeling using R or Python Worked on Packages Text mining and","San Francisco, CA",,Data Scientist,,,
558,    Demandbase,"
As the Senior Data Scientist, you’ll be responsible for developing and testing hypotheses on behavioral responses in B2B marketing, creating models that extract...","San Francisco, CA",,Senior Data Scientist,,,
559,    Fitbit,"
Fitbit's anonymized health metrics give Senior Data Scientists one of the most exciting health data sets in existence....","San Francisco, CA 94105 (Financial District area)",,Senior Data Scientist - Product,,,
560,    The Climate Corporation,"
Build and maintain the core data model, ETL/ELT, core data metrics and data quality. We are looking for a Data Engineer to not only build data pipelines to...","San Francisco, CA",,Data Engineer,,,
561,    Yelp,"
Endless ideas about how to leverage Yelp's unique data set. You will help us use that data to connect our users with great local businesses....","San Francisco, CA 94103 (South Of Market area)",,Data Scientist,,,
562,    Bristol Myers Squibb,"
Assist/Lead in designing experimental studies and perform necessary lab experimentation for data. Ability to propose creative solutions, troubleshoot problems,...","Redwood City, CA",,Research Associate 4 / Associate Scientist - Molecular B Cell Cloning,,,
563,    Scribd,"
Create pipelines that transform raw application data into actionable business data. About the Data Team. 2-5+ years of professional experience in data analytics...","San Francisco, CA 94107 (South Of Market area)",,Data Scientist,,,
564,    Radius,"
Well versed in data visualization and exploratory data analysis. Knowledge of algorithms, and data structures....","San Francisco, CA",,Data Intelligence Engineer,,,
565,    O'Reilly Media,"
Junior Research Scientist. This position is responsible for … Collaborating with Principal Learning Scientist, Learning Group, and key personnel and data...","San Francisco Bay Area, CA",,Junior Research Scientist,,,
566,    University of California San Francisco,"
Strong experience in data mining and statistics is a must. It will serve as a campus hub for computer scientists and for researchers who employ computation as a...","San Francisco, CA",,Bioinformatics Specialist,,,
567,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
568,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
569,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
570,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
571,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
572,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
573,    Sano,"
Develop and maintain lab code base for data acquisition, sample tracking, and data analysis. Sano is a biometric sensor and software company with a patented,...","San Francisco, CA",,Member of Research Staff - Instrumentation and Data Analysis,,,
574,    Unity Technologies,"
Senior Data Scientist. PhD level data scientists to work with. Data Scientist - by experience and by education....","San Francisco, CA",,Senior Data Scientist,,,
575,    Denali,"
Make detailed observations, analyze data and interpret results. In anticipation of the Company’s growth plans, Denali Therapeutics is seeking to recruit a...","South San Francisco, CA",,"Senior Research Scientist, Biology",,,
576,    Walmart eCommerce,"
As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA 94066",,Data Scientist,,,
577,    Affirm,"
Do you love making data driven decisions? The group is tasked with deriving insights from our data to inform the future of our products and marketing....","San Francisco, CA 94126 (Financial District area)",,"Data Scientist, Analytics",,,
578,    AstraZeneca,"
To help drive the CTO Office's mission, we are looking to hire an experienced Data Scientist for the Redwood Shores office....","Redwood City, CA",,Data Scientist,,,
579,    SigFig,"
SigFig is searching for a curious, driven, and skillful data scientist to drive change and fuel the performance of the company. What you'll be doing:....","San Francisco, CA",,Data Scientist,,,
580,    Visa,"
New Grad - Research Scientist – Data Analytics. Expertise in data analytics, data mining, machine learning, and related fields....","Foster City, CA",,New Grad - Research Scientist – Data Analytics Job,,,
581,    C3 IoT,"
In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions....","Redwood City, CA",,Data Scientist,,,
582,    MsgAI,"
Data Scientist / Machine Learning / Deep Learning / NLP full time position in Palo Alto. As a Data Scientist, you will collaborate closely with developers and...","San Francisco, CA",,Data Scientist / Machine Learning / Deep Learning / NLP,,,
583,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
584,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
585,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
586,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
587,    Mines.io,"
We are looking for a data scientist/developer to fill a cross-functional role on our small team. We expect you to be able to work and experiment with large data...","San Francisco, CA",100000.0,Full-Stack Data Scientist,,,100000.0
588,    Udemy,"
Experience in performing data analysis or building data pipelines in Python. Experience in complex data modeling and application of machine learning algorithms....","San Francisco, CA",,Senior Data Scientist,,,
589,    MarkMonitor,"
Data skills (SQL, Hive, Pig). Applying machine learning to classification problems on unstructured data. MarkMonitor&mdash;the world leader in brand protection...","San Francisco Bay Area, CA",180000.0,Data Scientist,,,180000.0
590,    University of California Berkeley,"
Assist with data collection. Basic knowledge of one or more specialized computer programs for the analysis of data....","Berkeley, CA",32.31,"Research Data Analyst, ARE",32.31,,
591,    Lyra Health,"
We believe that better data is a critical part of the solution, and we’re looking for Data Scientists and Data Engineers to join our team of data, engineering,...","Burlingame, CA 94010",,Data Scientist / Engineer,,,
592,    Pinterest,"
Experience with web scale data and big data systems (e.g. We’re looking for a data scientist to help us connect Pinners to Pins they’ll love....","San Francisco, CA 94103 (South Of Market area)",,Data Scientist - Discovery Science,,,
593,    Ayasdi,"
Data management and data extraction skills; Role As a Data Scientist at Ayasdi, you will be solving some of the most complex problems with the most...","Menlo Park, CA 94025",,Data Scientist (Healthcare),,,
594,    Lyft Corporate,"
Because of the realtime marketplace that we have created, our data scientists are working on some truly fun and exciting optimization problems that we'd love...","San Francisco, CA",,Data Scientist,,,
595,    Rubicon Project,"
Rubicon Project is looking for talented, passionate, experienced, and entrepreneurial Data Scientist. Expertise in machine learning, data mining, predictive...","San Francisco, CA 94107 (South Of Market area)",,Senior Data Scientist,,,
596,    Color Genomics,"
We are looking for a motivated, proactive data scientist who will have a strong impact in one or more areas such as helping Color reach a broader market,...","Burlingame, CA",,Data Scientist,,,
597,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
598,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
599,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
600,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
601,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
602,    Workday,"
Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...","San Francisco, CA 94105 (Financial District area)",,Data Scientist,,,
603,    Salesforce,"
Senior Manager, Data Scientist. The Senior Manager, Data Scientist is responsible for translating data, both structured and unstructured, into compelling...","San Francisco, CA",,"Senior Manager, Data Scientist",,,
604,    Tiger Analytics,"
As a Data Scientist you will work with our clients to define a business problem into an analytical problem, determine solution requirements, design the analysis...","San Francisco Bay Area, CA",,Data Scientist,,,
605,    Hampton Creek Foods,"
You’ll join a multi-disciplinary team of biochemists, food scientists, materials scientists, computational biologists, process engineers, and data engineers, in...","San Francisco, CA",,Machine Learning Scientist,,,
606,    Cloudmellow,"
Senior Data Engineer, Advanced Analytics Focus -- Analytic Data EngineeringThe Analytic Data Engineering team at client is responsible for building systems and...","San Francisco, CA",,"Data Scientists,San Francisco, CA",,,
607,    Electronic Arts,"
Our next Research Data Scientist at EA should have. The EA Digital Platform Data Group is responsible for developing a new unified Big Data pipeline across all...","Redwood City, CA 94065",,Research Data Scientist,,,
608,    Code for America,"
What does a successful data scientist do? As a data scientist, here are some of the core competencies we’ve identified:....","San Francisco, CA",,Code for America Fellow- Data Scientist,,,
609,"    Grammarly, Inc.","
Grammarly is looking for a hands-on data scientist. Collaborate with the data engineering team to expand data coverage, compute new metrics, and continually...","San Francisco, CA",,Data Scientist,,,
610,    Lyra Health,"
We believe that better data is a critical part of the solution, and we’re looking for econometricians and/or health services researchers to join our team of...","Burlingame, CA 94010",,Econometric Data Scientist,,,
611,    Samba TV,"
Solid foundation in computer science, with strong competencies in data structures, algorithms and software design....","San Francisco, CA",,"Research Scientist, Video and Image Processing",,,
612,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
613,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
614,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
615,    Walmart eCommerce,"Estimate staffing needs (both data scientists and applied data science engineers) for projects. Represent @Labs externally as a data science thought leader, to...","Sunnyvale, CA",,"Distinguished Data Scientist, Category Development",,,
616,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
617,    Arka,"
Implementing, testing, and proving out Big Data tools and patterns for analytic workloads – in-memory architectures, streaming workflows, event-sourced and...","San Francisco, CA",,Sr. Data Scientist,,,
618,    Quizlet,"
Communicating and evangelizing data insights with the team. A solid academic understanding of math and data fundamentals....","San Francisco, CA",,Data Scientist,,,
619,    Electronic Arts,"
The Data Scientist position is part of the Data Science team within the Global Analytics and Insights group in Electronic Art’s Global Marketing Organization....","Redwood City, CA 94065",,Data Scientist,,,
620,    Fitbit,"
Experience validating sensor performance including human data collections when necessary. Programming, data analysis and scientific computation preferred...","San Francisco, CA 94105 (Financial District area)",,"Research Scientist, Biosensors",,,
621,    Stitch Fix,"
High skill in data visualization (big plus). We want you to innovate our algorithms and better grok the data, leveraging every bit of our data and pioneer...","San Francisco, CA",,Data Scientist,,,
622,    The Nielsen Company,"
The data scientist will work with Product, Engineering, and Development teams to ensure data quality and a sound product methodology....","San Francisco, CA",,Data Scientist,,,
623,"    Amazon Web Services, Inc.","
Interested in creating new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data?...","San Francisco, CA",,Data Scientist,,,
624,    Bugcrowd,"
As a data scientist in a small team of engineers, you’ll have the chance to pitch ideas, do R&D, and to own data products that will change the course of our...","San Francisco, CA",,Data Scientist,,,
625,    Grit Matters,"
An experienced machine learning engineer looking to join a team formulating, designing and implementing unique machine learning algorithms for distinctive","San Francisco, CA",,Machine Learning Engineer,,,
626,    Boxed,"
Grow as an data scientist. There is a tremendous amount of things happening across our platforms and we are looking for a seasoned Data Scientist to leverage...","San Mateo, CA 94403 (Sugerloaf area)",,Senior Data Scientist,,,
627,    Workday,Work with product managers to formulate the data analytics problem. Join our team and experience Workday!...,"San Francisco, CA",,Data Scientist,,,
628,    Walmart eCommerce,"As a Data Scientist you will play a unique role in driving the future of the next generation supply chain by researching, designing and implementing cutting...","San Bruno, CA",,Data Scientist,,,
629,"    Alambic Investment Management, LP","We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,...","San Francisco, CA",,Data Scientist / Engineer,,,
630,    Walmart eCommerce,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...","Sunnyvale, CA",,Machine Learning Scientist,,,
631,    Walmart eCommerce,The team will consist of other behavioral scientists with various skill sets. The position is an applied role involving data analytics supporting projects the...,"San Bruno, CA",,Research and Analytics,,,
632,    Apple,"
The Siri Search team is looking for big-data scientists who have experience in research and development of KPI’s especially in the context of online user...","San Francisco, CA 94114 (Castro-Upper Market area)",,"Data Scientist, Siri Search Team",,,
633,    Demandbase,"
As the Data Scientist, you’ll be responsible for developing and testing hypotheses on behavioral responses in B2B marketing, creating models that extract data...","San Francisco, CA",,Data Scientist,,,
634,    Komodo Health,"
Experience working with proprietary secondary data including medical / pharmacy claims, prescription data, sales data, and longitudinal patient-level data....","San Francisco, CA",,Data Scientist,,,
635,    6sense,"
Data Scientist/ Machine Learning. Developing processes to monitor and ensure data integrity. Combining multiple sources of data from APIs, RSS feeds, and human...","San Francisco, CA",,Data Scientist/Machine Learning,,,
