"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Douglas County, MO"	"29067"	2403	215156	1116.86404	1072.20808	1161.52001
	"Dunklin County, MO"	"29069"	7340	517607	1418.06428	1385.62256	1450.50601
	"Franklin County, MO"	"29071"	14592	1580645	923.16744	908.18857	938.14631
	"Gasconade County, MO"	"29073"	3220	244339	1317.84120	1272.32235	1363.36004
	"Gentry County, MO"	"29075"	1508	108595	1388.64589	1318.55736	1458.73441
	"Greene County, MO"	"29077"	39183	4206329	931.52485	922.30123	940.74848
	"Grundy County, MO"	"29079"	2240	164584	1361.00715	1304.64436	1417.36993
	"Harrison County, MO"	"29081"	1937	141291	1370.92950	1309.87659	1431.98241
	"Henry County, MO"	"29083"	4822	355765	1355.38909	1317.13248	1393.64570
	"Hickory County, MO"	"29085"	2209	149233	1480.23560	1418.50663	1541.96458
	"Holt County, MO"	"29087"	1105	79839	1384.03537	1302.42937	1465.64138
	"Howard County, MO"	"29089"	1709	162236	1053.40368	1003.46008	1103.34729
	"Howell County, MO"	"29091"	7683	624056	1231.13951	1203.61004	1258.66899
	"Iron County, MO"	"29093"	2520	169582	1486.00677	1427.98692	1544.02662
	"Jackson County, MO"	"29095"	96990	10651349	910.58888	904.85809	916.31968
	"Jasper County, MO"	"29097"	18048	1789958	1008.29181	993.58130	1023.00233
	"Jefferson County, MO"	"29099"	27020	3385188	798.18314	788.66580	807.70049
	"Johnson County, MO"	"29101"	5797	824160	703.38284	685.27585	721.48983
	"Knox County, MO"	"29103"	921	66939	1375.87953	1287.01946	1464.73961
	"Laclede County, MO"	"29105"	5782	550183	1050.92306	1023.83437	1078.01174
	"Lafayette County, MO"	"29107"	5895	529602	1113.10003	1084.68498	1141.51507
	"Lawrence County, MO"	"29109"	6679	597695	1117.45957	1090.65974	1144.25941
	"Lewis County, MO"	"29111"	1880	164471	1143.05865	1091.38780	1194.72951
	"Lincoln County, MO"	"29113"	6041	766089	788.55068	768.66542	808.43594
	"Linn County, MO"	"29115"	2893	208271	1389.05561	1338.43801	1439.67320
	"Livingston County, MO"	"29117"	3096	237040	1306.10867	1260.10051	1352.11684
	"McDonald County, MO"	"29119"	3315	360161	920.42170	889.08876	951.75464
	"Macon County, MO"	"29121"	3349	249100	1344.43998	1298.90555	1389.97442
	"Madison County, MO"	"29123"	2583	193885	1332.23302	1280.85540	1383.61065
	"Maries County, MO"	"29125"	1532	144643	1059.15945	1006.12134	1112.19756
	"Marion County, MO"	"29127"	5460	455734	1198.06729	1166.28824	1229.84635
	"Mercer County, MO"	"29129"	689	59658	1154.91636	1068.67869	1241.15402
	"Miller County, MO"	"29131"	4311	391881	1100.07885	1067.23978	1132.91792
	"Mississippi County, MO"	"29133"	2880	222946	1291.79263	1244.61321	1338.97205
	"Moniteau County, MO"	"29135"	2369	245039	966.78488	927.85318	1005.71658
	"Monroe County, MO"	"29137"	1632	145200	1123.96694	1069.43518	1178.49870
	"Montgomery County, MO"	"29139"	2552	194400	1312.75720	1261.82410	1363.69031
	"Morgan County, MO"	"29141"	4324	321974	1342.96558	1302.93627	1382.99489
	"New Madrid County, MO"	"29143"	3936	304488	1292.66178	1252.27740	1333.04616
	"Newton County, MO"	"29145"	8994	899180	1000.24467	979.57251	1020.91683
	"Nodaway County, MO"	"29147"	3106	363965	853.37876	823.36660	883.39091
	"Oregon County, MO"	"29149"	2189	170252	1285.74114	1231.87861	1339.60366
	"Osage County, MO"	"29151"	2041	216284	943.66666	902.72616	984.60716
	"Ozark County, MO"	"29153"	2044	153372	1332.70740	1274.93101	1390.48380
	"Pemiscot County, MO"	"29155"	3858	302855	1273.87694	1233.67912	1314.07475
	"Perry County, MO"	"29157"	3058	299017	1022.68433	986.43676	1058.93190
	"Pettis County, MO"	"29159"	6561	654443	1002.53192	978.27313	1026.79072
	"Phelps County, MO"	"29161"	6774	690513	981.00977	957.64794	1004.37160
	"Pike County, MO"	"29163"	3163	296091	1068.25267	1031.02374	1105.48159
	"Platte County, MO"	"29165"	8473	1348931	628.12701	614.75229	641.50174
	"Polk County, MO"	"29167"	5146	473145	1087.61585	1057.89941	1117.33228
	"Pulaski County, MO"	"29169"	4541	762264	595.72537	578.39824	613.05249
	"Putnam County, MO"	"29171"	1100	81026	1357.58892	1277.36054	1437.81730
	"Ralls County, MO"	"29173"	1412	159762	883.81467	837.71478	929.91457
	"Randolph County, MO"	"29175"	4457	402495	1107.34295	1074.83295	1139.85294
	"Ray County, MO"	"29177"	3817	375292	1017.07470	984.80850	1049.34091
	"Reynolds County, MO"	"29179"	1312	106459	1232.39933	1165.71242	1299.08624
	"Ripley County, MO"	"29181"	2943	222068	1325.26974	1277.38852	1373.15096
	"St. Charles County, MO"	"29183"	32777	5358720	611.65726	605.03541	618.27912
	"St. Clair County, MO"	"29185"	2189	154453	1417.25962	1357.88749	1476.63175
	"Ste. Genevieve County, MO"	"29186"	2773	288736	960.39288	924.64667	996.13910
	"St. Francois County, MO"	"29187"	11419	990021	1153.40988	1132.25426	1174.56549
	"St. Louis County, MO"	"29189"	151175	16086349	939.77198	935.03459	944.50936
	"Saline County, MO"	"29195"	4379	371678	1178.17035	1143.27427	1213.06644
	"Schuyler County, MO"	"29197"	876	68921	1271.02044	1186.85059	1355.19029
	"Scotland County, MO"	"29199"	1008	77945	1293.21958	1213.38371	1373.05545
	"Scott County, MO"	"29201"	6707	633522	1058.68462	1033.34743	1084.02182
	"Shannon County, MO"	"29203"	1450	133400	1086.95652	1031.00856	1142.90448
	"Shelby County, MO"	"29205"	1434	104130	1377.12475	1305.84687	1448.40263
	"Stoddard County, MO"	"29207"	5983	479053	1248.92235	1217.27539	1280.56931
	"Stone County, MO"	"29209"	5311	492681	1077.97946	1048.98745	1106.97148
	"Sullivan County, MO"	"29211"	1385	109394	1266.06578	1199.38703	1332.74453
	"Taney County, MO"	"29213"	7345	750969	978.06967	955.70152	1000.43781
	"Texas County, MO"	"29215"	4608	400069	1151.80131	1118.54475	1185.05788
	"Vernon County, MO"	"29217"	3911	331915	1178.31372	1141.38425	1215.24320
	"Warren County, MO"	"29219"	3904	474178	823.31951	797.49277	849.14625
	"Washington County, MO"	"29221"	4037	391376	1031.48890	999.66955	1063.30825
	"Wayne County, MO"	"29223"	3060	214404	1427.21218	1376.64323	1477.78112
	"Webster County, MO"	"29225"	4574	550199	831.33557	807.24293	855.42821
	"Worth County, MO"	"29227"	498	35549	1400.88329	1277.84413	1523.92245
	"Wright County, MO"	"29229"	3502	294750	1188.12553	1148.77412	1227.47694
	"St. Louis city, MO"	"29510"	56602	5237128	1080.78321	1071.87934	1089.68708
	"Beaverhead County, MT"	"30001"	1266	146080	866.64841	818.90844	914.38838
	"Big Horn County, MT"	"30003"	1788	204580	873.98573	833.47438	914.49707
	"Blaine County, MT"	"30005"	1086	106291	1021.72338	960.95545	1082.49132
	"Broadwater County, MT"	"30007"	785	80996	969.18366	901.38403	1036.98329
	"Carbon County, MT"	"30009"	1500	158749	944.88784	897.06992	992.70576
	"Carter County, MT"	"30011"	237	19866	1192.99305	1041.10633	1344.87978
	"Cascade County, MT"	"30013"	12266	1291635	949.64909	932.84296	966.45522
	"Chouteau County, MT"	"30015"	981	93013	1054.69128	988.69083	1120.69173
	"Custer County, MT"	"30017"	2271	186261	1219.25685	1169.11011	1269.40359
	"Daniels County, MT"	"30019"	410	29206	1403.82113	1267.93476	1539.70751
	"Dawson County, MT"	"30021"	1667	144167	1156.29790	1100.78959	1211.80622
	"Deer Lodge County, MT"	"30023"	1993	148582	1341.34687	1282.45660	1400.23713
	"Fallon County, MT"	"30025"	507	45711	1109.14222	1012.59510	1205.68934
	"Fergus County, MT"	"30027"	2479	185282	1337.96051	1285.29078	1390.63025
	"Flathead County, MT"	"30029"	11830	1363089	867.88170	852.24215	883.52125
	"Gallatin County, MT"	"30031"	6916	1322405	522.98653	510.66062	535.31244
	"Garfield County, MT"	"30033"	198	20040	988.02395	850.40097	1125.64693
	"Glacier County, MT"	"30035"	1916	213519	897.34403	857.16335	937.52471
	"Golden Valley County, MT"	"30037"	141	15153	930.50881	776.91737	1084.10025
	"Granite County, MT"	"30039"	444	48066	923.72987	837.80684	1009.65290
	"Hill County, MT"	"30041"	2357	259715	907.53326	870.89466	944.17185
	"Jefferson County, MT"	"30043"	1435	173438	827.38500	784.57574	870.19427
	"Judith Basin County, MT"	"30045"	320	34183	936.13785	833.56772	1038.70797
	"Lake County, MT"	"30047"	4250	447479	949.76524	921.21052	978.31996
	"Lewis and Clark County, MT"	"30049"	8186	965519	847.83417	829.46747	866.20087
	"Liberty County, MT"	"30051"	355	36219	980.14854	878.18761	1082.10947
	"Lincoln County, MT"	"30053"	3424	307216	1114.52529	1077.19347	1151.85710
	"McCone County, MT"	"30055"	294	28556	1029.55596	911.86791	1147.24401
	"Madison County, MT"	"30057"	1176	117414	1001.58414	944.33884	1058.82944
	"Meagher County, MT"	"30059"	393	30546	1286.58417	1159.38098	1413.78736
	"Mineral County, MT"	"30061"	716	65357	1095.52152	1015.27606	1175.76698
	"Missoula County, MT"	"30063"	11624	1672055	695.19244	682.55430	707.83059
	"Musselshell County, MT"	"30065"	924	71586	1290.75518	1207.52823	1373.98212
	"Park County, MT"	"30067"	2336	250679	931.86904	894.07925	969.65884
	"Petroleum County, MT"	"30069"	59	7921	744.85545	567.02121	960.81139
	"Phillips County, MT"	"30071"	859	68827	1248.05672	1164.59376	1331.51969
	"Pondera County, MT"	"30073"	1168	99650	1172.10236	1104.88210	1239.32262
	"Powder River County, MT"	"30075"	316	28558	1106.52006	984.51670	1228.52343
	"Powell County, MT"	"30077"	1151	112553	1022.62934	963.54986	1081.70882
	"Prairie County, MT"	"30079"	272	18502	1470.11134	1295.39970	1644.82298
	"Ravalli County, MT"	"30081"	5986	624196	958.99365	934.69940	983.28790
	"Richland County, MT"	"30083"	1587	156846	1011.82051	962.03866	1061.60237
	"Roosevelt County, MT"	"30085"	1932	168671	1145.42512	1094.34884	1196.50139
	"Rosebud County, MT"	"30087"	1225	147806	828.78909	782.37690	875.20128
	"Sanders County, MT"	"30089"	1939	176191	1100.51024	1051.52545	1149.49503
	"Sheridan County, MT"	"30091"	956	58540	1633.07140	1529.54949	1736.59332
	"Silver Bow County, MT"	"30093"	6680	544124	1227.66134	1198.22076	1257.10193
	"Stillwater County, MT"	"30095"	1259	140094	898.68231	849.04030	948.32433
	"Sweet Grass County, MT"	"30097"	631	58454	1079.48130	995.25330	1163.70931
	"Teton County, MT"	"30099"	1041	98984	1051.68512	987.79754	1115.57270
	"Toole County, MT"	"30101"	830	82534	1005.64616	937.22944	1074.06287
	"Treasure County, MT"	"30103"	116	12261	946.08923	773.91855	1118.25990
	"Valley County, MT"	"30105"	1390	119781	1160.45116	1099.44474	1221.45758
	"Wheatland County, MT"	"30107"	396	34298	1154.58627	1040.86679	1268.30575
	"Wibaux County, MT"	"30109"	278	16549	1679.85981	1482.38727	1877.33235
	"Yellowstone County, MT"	"30111"	20091	2259372	889.22940	876.93325	901.52555
	"Adams County, NE"	"31001"	4847	497762	973.75854	946.34464	1001.17244
	"Antelope County, NE"	"31003"	1236	110394	1119.62607	1057.20663	1182.04550
	"Arthur County, NE"	"31005"	63	7161	879.76540	676.03812	1125.59824
	"Banner County, NE"	"31007"	75	11911	629.67005	495.27328	789.29771
	"Blaine County, NE"	"31009"	72	8176	880.62622	689.03718	1108.99902
	"Boone County, NE"	"31011"	1098	91623	1198.38905	1127.50431	1269.27379
	"Box Butte County, NE"	"31013"	1954	185366	1054.13075	1007.39079	1100.87070
	"Boyd County, NE"	"31015"	531	35136	1511.27049	1382.72673	1639.81426
	"Brown County, NE"	"31017"	672	52299	1284.91941	1187.76840	1382.07042
	"Buffalo County, NE"	"31019"	5424	718055	755.37389	735.27102	775.47677
	"Burt County, NE"	"31021"	1643	114164	1439.15770	1369.56789	1508.74752
	"Butler County, NE"	"31023"	1585	136082	1164.73891	1107.39728	1222.08054
	"Cass County, NE"	"31025"	3502	400075	875.33587	846.34424	904.32751
	"Cedar County, NE"	"31027"	1680	145293	1156.28420	1100.99172	1211.57667
	"Chase County, NE"	"31029"	871	64018	1360.55484	1270.19759	1450.91210
	"Cherry County, NE"	"31031"	1003	94528	1061.06127	995.39444	1126.72811
	"Cheyenne County, NE"	"31033"	1662	160136	1037.86781	987.96987	1087.76575
	"Clay County, NE"	"31035"	1247	106679	1168.92734	1104.04741	1233.80727
	"Colfax County, NE"	"31037"	1469	166113	884.33777	839.11436	929.56118
	"Cuming County, NE"	"31039"	1780	152143	1169.95195	1115.60013	1224.30377
	"Custer County, NE"	"31041"	2375	178858	1327.86904	1274.46433	1381.27374
	"Dakota County, NE"	"31043"	2536	329117	770.54664	740.55637	800.53691
	"Dawes County, NE"	"31045"	1391	146334	950.56515	900.61067	1000.51962
	"Dawson County, NE"	"31047"	3513	387482	906.62276	876.64193	936.60359
	"Deuel County, NE"	"31049"	421	31974	1316.69481	1190.91813	1442.47150
	"Dixon County, NE"	"31051"	1061	96345	1101.25071	1034.98566	1167.51577
	"Dodge County, NE"	"31053"	6685	582706	1147.23377	1119.73221	1174.73533
	"Douglas County, NE"	"31055"	58692	7973949	736.04684	730.09198	742.00171
	"Dundy County, NE"	"31057"	511	33252	1536.74967	1403.50534	1669.99400
	"Fillmore County, NE"	"31059"	1445	97748	1478.29112	1402.06880	1554.51343
	"Franklin County, NE"	"31061"	770	53150	1448.73001	1346.40114	1551.05888
	"Frontier County, NE"	"31063"	388	46166	840.44535	756.81774	924.07296
	"Furnas County, NE"	"31065"	1255	80887	1551.54722	1465.70534	1637.38910
	"Gage County, NE"	"31067"	4493	361307	1243.54081	1207.17880	1279.90282
	"Garden County, NE"	"31069"	548	33902	1616.42381	1481.08541	1751.76221
	"Garfield County, NE"	"31071"	517	31658	1633.07853	1492.30601	1773.85104
	"Gosper County, NE"	"31073"	402	33109	1214.17137	1095.47894	1332.86381
	"Grant County, NE"	"31075"	78	10751	725.51391	573.48972	905.47763
	"Greeley County, NE"	"31077"	539	41379	1302.59310	1192.62406	1412.56215
	"Hall County, NE"	"31079"	8163	903638	903.34846	883.75161	922.94532
	"Hamilton County, NE"	"31081"	1475	147547	999.68146	948.66366	1050.69925
	"Harlan County, NE"	"31083"	731	57039	1281.57927	1188.67346	1374.48508
	"Hayes County, NE"	"31085"	115	16264	707.08313	577.84888	836.31738
	"Hitchcock County, NE"	"31087"	668	47614	1402.94871	1296.55655	1509.34087
	"Holt County, NE"	"31089"	2080	172638	1204.83323	1153.05451	1256.61196
	"Hooker County, NE"	"31091"	191	11876	1608.28562	1380.19755	1836.37369
	"Howard County, NE"	"31093"	1083	102343	1058.20623	995.18133	1121.23113
	"Jefferson County, NE"	"31095"	1798	126013	1426.83691	1360.88376	1492.79007
	"Johnson County, NE"	"31097"	925	80854	1144.03740	1070.31059	1217.76421
	"Kearney County, NE"	"31099"	1124	106702	1053.40106	991.81723	1114.98489
	"Keith County, NE"	"31101"	1533	135282	1133.18845	1076.46180	1189.91510
	"Keya Paha County, NE"	"31103"	134	14156	946.59508	786.31930	1106.87087
	"Kimball County, NE"	"31105"	849	62186	1365.25906	1273.42214	1457.09598
	"Knox County, NE"	"31107"	2028	142062	1427.54572	1365.41418	1489.67726
	"Lancaster County, NE"	"31109"	28694	4385828	654.24362	646.67355	661.81370
	"Lincoln County, NE"	"31111"	5487	568878	964.53018	939.00879	990.05158
	"Logan County, NE"	"31113"	124	12100	1024.79339	844.41623	1205.17055
	"Loup County, NE"	"31115"	91	10456	870.31370	700.72437	1068.55375
	"McPherson County, NE"	"31117"	50	8525	586.51026	435.31965	773.24340
	"Madison County, NE"	"31119"	5582	563178	991.16088	965.15896	1017.16279
	"Merrick County, NE"	"31121"	1363	126542	1077.11274	1019.92943	1134.29605
	"Morrill County, NE"	"31123"	940	81886	1147.93738	1074.55186	1221.32289
	"Nance County, NE"	"31125"	853	60951	1399.48483	1305.56663	1493.40303
	"Nemaha County, NE"	"31127"	1375	116633	1178.91163	1116.59758	1241.22568
	"Nuckolls County, NE"	"31129"	1131	75142	1505.15025	1417.42904	1592.87146
	"Otoe County, NE"	"31131"	2942	250125	1176.21189	1133.70882	1218.71496
	"Pawnee County, NE"	"31133"	727	45668	1591.92432	1476.20356	1707.64509
	"Perkins County, NE"	"31135"	606	48694	1244.50651	1145.41945	1343.59357
	"Phelps County, NE"	"31137"	1767	150360	1175.17957	1120.38443	1229.97471
	"Pierce County, NE"	"31139"	1280	119005	1075.58506	1016.66057	1134.50955
	"Platte County, NE"	"31141"	4076	506491	804.75270	780.04676	829.45864
	"Polk County, NE"	"31143"	1048	87162	1202.35883	1129.56249	1275.15516
	"Red Willow County, NE"	"31145"	2047	178947	1143.91412	1094.35877	1193.46947
	"Richardson County, NE"	"31147"	2141	139267	1537.33476	1472.21449	1602.45503
	"Rock County, NE"	"31149"	338	25095	1346.88185	1203.29085	1490.47285
	"Saline County, NE"	"31151"	2432	226392	1074.24291	1031.54793	1116.93788
	"Sarpy County, NE"	"31153"	11109	2338124	475.12450	466.28911	483.95990
	"Saunders County, NE"	"31155"	2980	326453	912.84197	880.06691	945.61703
	"Scotts Bluff County, NE"	"31157"	6770	586021	1155.24870	1127.72941	1182.76799
	"Seward County, NE"	"31159"	2615	266884	979.82644	942.27130	1017.38158
	"Sheridan County, NE"	"31161"	1259	90822	1386.22801	1309.65462	1462.80140
	"Sherman County, NE"	"31163"	680	51037	1332.36671	1232.22261	1432.51082
	"Sioux County, NE"	"31165"	132	22238	593.57856	492.31637	694.84075
	"Stanton County, NE"	"31167"	793	100492	789.11754	734.19367	844.04142
	"Thayer County, NE"	"31169"	1390	87356	1591.19007	1507.53915	1674.84099
	"Thomas County, NE"	"31171"	112	10939	1023.85958	834.23814	1213.48103
	"Thurston County, NE"	"31173"	1177	111711	1053.61155	993.41822	1113.80488
	"Valley County, NE"	"31175"	950	70178	1353.70059	1267.61769	1439.78349
	"Washington County, NE"	"31177"	2623	316588	828.52161	796.81420	860.22902
	"Wayne County, NE"	"31179"	1017	153921	660.72856	620.11989	701.33722
	"Webster County, NE"	"31181"	974	61879	1574.03966	1475.18611	1672.89321
	"Wheeler County, NE"	"31183"	109	13206	825.38240	670.43010	980.33470
	"York County, NE"	"31185"	2324	224809	1033.76644	991.73634	1075.79654
	"Churchill County, NV"	"32001"	3835	391043	980.71056	949.67110	1011.75003
	"Clark County, NV"	"32003"	201595	28199841	714.87992	711.75924	718.00060
	"Douglas County, NV"	"32005"	6163	728912	845.50673	824.39727	866.61618
	"Elko County, NV"	"32007"	4193	756229	554.46168	537.67885	571.24451
	"Esmeralda County, NV"	"32009"	192	13817	1389.59253	1193.03353	1586.15153
	"Eureka County, NV"	"32011"	215	28087	765.47869	663.15647	867.80091
	"Humboldt County, NV"	"32013"	1883	255682	736.46170	703.19719	769.72620
	"Lander County, NV"	"32015"	638	89242	714.91002	659.43504	770.38500
	"Lincoln County, NV"	"32017"	766	76581	1000.24810	929.41285	1071.08335
	"Lyon County, NV"	"32019"	7055	733745	961.50570	939.06898	983.94242
	"Mineral County, NV"	"32021"	1240	76860	1613.32292	1523.52495	1703.12090
	"Nye County, NV"	"32023"	8851	635377	1393.03122	1364.00966	1422.05278
	"Pershing County, NV"	"32027"	742	106786	694.84764	644.85067	744.84461
	"Storey County, NV"	"32029"	372	60049	619.49408	556.54031	682.44785
	"Washoe County, NV"	"32031"	49069	6326973	775.55254	768.69034	782.41475
	"White Pine County, NV"	"32033"	1519	151820	1000.52694	950.21096	1050.84292
	"Carson City, NV"	"32510"	10173	875400	1162.09733	1139.51472	1184.67993
	"Belknap County, NH"	"33001"	9586	949748	1009.32037	989.11502	1029.52572
	"Carroll County, NH"	"33003"	7480	743550	1005.98480	983.18681	1028.78280
	"Cheshire County, NH"	"33005"	10641	1220384	871.93867	855.37140	888.50593
	"Coos County, NH"	"33007"	6608	529118	1248.87076	1218.75884	1278.98269
	"Grafton County, NH"	"33009"	11514	1383505	832.23407	817.03250	847.43564
	"Hillsborough County, NH"	"33011"	45750	6327821	722.99770	716.37252	729.62287
	"Merrimack County, NH"	"33013"	19227	2302784	834.94587	823.14379	846.74796
	"Rockingham County, NH"	"33015"	32190	4655382	691.45776	683.90403	699.01148
	"Strafford County, NH"	"33017"	14244	1915815	743.49559	731.28551	755.70567
	"Sullivan County, NH"	"33019"	6573	681343	964.71234	941.39000	988.03468
	"Atlantic County, NJ"	"34001"	41470	4285829	967.60743	958.29446	976.92040
	"Bergen County, NJ"	"34003"	115147	14390588	800.15493	795.53321	804.77666
	"Burlington County, NJ"	"34005"	59057	7086696	833.35027	826.62905	840.07148
	"Camden County, NJ"	"34007"	73914	8181840	903.39092	896.87811	909.90373
	"Cape May County, NJ"	"34009"	20846	1582219	1317.51673	1299.63124	1335.40222
	"Cumberland County, NJ"	"34011"	23594	2443400	965.62167	953.30021	977.94314
	"Essex County, NJ"	"34013"	102346	12608330	811.73320	806.76002	816.70637
	"Gloucester County, NJ"	"34015"	37746	4428911	852.26368	843.66574	860.86163
	"Hudson County, NJ"	"34017"	66810	10021743	666.65050	661.59536	671.70565
	"Hunterdon County, NJ"	"34019"	13120	2025330	647.79567	636.71088	658.88045
	"Mercer County, NJ"	"34021"	45853	5790199	791.90715	784.65868	799.15562
	"Middlesex County, NJ"	"34023"	89292	12664063	705.08177	700.45701	709.70653
	"Monmouth County, NJ"	"34025"	84992	10014393	848.69847	842.99262	854.40432
	"Morris County, NJ"	"34027"	56266	7779846	723.22768	717.25172	729.20365
	"Ocean County, NJ"	"34029"	110953	8902103	1246.36841	1239.03455	1253.70228
	"Passaic County, NJ"	"34031"	60634	7947306	762.95036	756.87749	769.02324
	"Salem County, NJ"	"34033"	11369	1043331	1089.68295	1069.65230	1109.71360
	"Somerset County, NJ"	"34035"	33818	5040867	670.87666	663.72635	678.02697
	"Sussex County, NJ"	"34037"	16919	2366855	714.83044	704.05905	725.60183
	"Union County, NJ"	"34039"	67437	8508617	792.57299	786.59099	798.55499
	"Warren County, NJ"	"34041"	14567	1716136	848.82550	835.04105	862.60995
	"Bernalillo County, NM"	"35001"	75915	9979803	760.68636	755.27510	766.09761
	"Catron County, NM"	"35003"	556	57104	973.66209	892.72885	1054.59533
	"Chaves County, NM"	"35005"	10078	1014609	993.28904	973.89606	1012.68202
	"Cibola County, NM"	"35006"	3588	431033	832.41886	805.18108	859.65665
	"Colfax County, NM"	"35007"	2330	220577	1056.32047	1013.42871	1099.21222
	"Curry County, NM"	"35009"	5985	754503	793.23740	773.14059	813.33422
	"DeBaca County, NM"	"35011"	445	32777	1357.65933	1231.51525	1483.80341
	"Dona Ana County, NM"	"35013"	20817	3121936	666.79778	657.73960	675.85597
	"Eddy County, NM"	"35015"	8668	842326	1029.05526	1007.39143	1050.71909
	"Grant County, NM"	"35017"	5163	476763	1082.92800	1053.38840	1112.46759
	"Guadalupe County, NM"	"35019"	709	74732	948.72344	878.88853	1018.55835
	"Harding County, NM"	"35021"	127	11819	1074.54099	887.65481	1261.42718
	"Hidalgo County, NM"	"35023"	789	81836	964.12337	896.84892	1031.39782
	"Lea County, NM"	"35025"	7974	978440	814.97077	797.08284	832.85870
	"Lincoln County, NM"	"35027"	2757	320753	859.53990	827.45477	891.62502
	"Los Alamos County, NM"	"35028"	1756	289988	605.54230	577.21936	633.86524
	"Luna County, NM"	"35029"	4388	399804	1097.53779	1065.06331	1130.01228
	"McKinley County, NM"	"35031"	7901	1156403	683.23932	668.17367	698.30497
	"Mora County, NM"	"35033"	725	79181	915.62370	848.97309	982.27430
	"Otero County, NM"	"35035"	8221	1009103	814.68393	797.07298	832.29489
	"Quay County, NM"	"35037"	1992	147848	1347.32969	1288.16191	1406.49747
	"Rio Arriba County, NM"	"35039"	5740	646052	888.47337	865.48837	911.45838
	"Roosevelt County, NM"	"35041"	2475	306836	806.61982	774.84103	838.39861
	"Sandoval County, NM"	"35043"	12201	1841672	662.49582	650.74031	674.25133
	"San Juan County, NM"	"35045"	13372	1975593	676.86006	665.38760	688.33253
	"San Miguel County, NM"	"35047"	4227	470009	899.34448	872.23220	926.45676
	"Santa Fe County, NM"	"35049"	14944	2226769	671.10688	660.34683	681.86693
	"Sierra County, NM"	"35051"	3620	195598	1850.73467	1790.44458	1911.02476
	"Socorro County, NM"	"35053"	2436	285911	852.01339	818.17857	885.84821
	"Taos County, NM"	"35055"	3961	510050	776.59053	752.40555	800.77551
	"Torrance County, NM"	"35057"	2147	263321	815.35464	780.86517	849.84412
	"Union County, NM"	"35059"	780	68469	1139.20168	1059.25335	1219.15001
	"Valencia County, NM"	"35061"	8776	1153636	760.72522	744.80916	776.64128
	"Albany County, NY"	"36001"	43910	4834488	908.26578	899.77031	916.76124
	"Allegany County, NY"	"36003"	7490	788771	949.57852	928.07319	971.08385
	"Bronx County, NY"	"36005"	153779	21913355	701.75927	698.25179	705.26675
	"Broome County, NY"	"36007"	33539	3202531	1047.26543	1036.05718	1058.47368
	"Cattaraugus County, NY"	"36009"	13269	1303639	1017.84313	1000.52433	1035.16193
	"Cayuga County, NY"	"36011"	11760	1290285	911.42655	894.95349	927.89960
	"Chautauqua County, NY"	"36013"	23347	2177305	1072.28891	1058.53417	1086.04365
	"Chemung County, NY"	"36015"	15143	1430113	1058.86738	1042.00217	1075.73258
	"Chenango County, NY"	"36017"	8534	813121	1049.53629	1027.26850	1071.80409
	"Clinton County, NY"	"36019"	10625	1304962	814.19995	798.71811	829.68180
	"Columbia County, NY"	"36021"	10750	1008756	1065.66900	1045.52368	1085.81432
	"Cortland County, NY"	"36023"	6924	787701	879.01374	858.30883	899.71864
	"Delaware County, NY"	"36025"	8737	765535	1141.29334	1117.36172	1165.22497
	"Dutchess County, NY"	"36027"	36272	4677639	775.43393	767.45371	783.41416
	"Erie County, NY"	"36029"	155143	14891012	1041.85666	1036.67226	1047.04105
	"Essex County, NY"	"36031"	6454	626282	1030.52618	1005.38414	1055.66823
	"Franklin County, NY"	"36033"	7056	822527	857.84418	837.82782	877.86054
	"Fulton County, NY"	"36035"	9311	881877	1055.81617	1034.37018	1077.26217
	"Genesee County, NY"	"36037"	9457	960579	984.51038	964.66773	1004.35303
	"Greene County, NY"	"36039"	8290	779795	1063.09992	1040.21481	1085.98502
	"Hamilton County, NY"	"36041"	1032	80282	1285.46872	1207.03953	1363.89791
	"Herkimer County, NY"	"36043"	11058	1028107	1075.56898	1055.52168	1095.61629
	"Jefferson County, NY"	"36045"	13896	1831782	758.60555	745.99230	771.21881
	"Kings County, NY"	"36047"	272084	39890881	682.07067	679.50776	684.63359
	"Lewis County, NY"	"36049"	3726	431317	863.86579	836.12742	891.60416
	"Livingston County, NY"	"36051"	8148	1041151	782.59542	765.60250	799.58833
	"Madison County, NY"	"36053"	9329	1147890	812.70853	796.21653	829.20054
	"Monroe County, NY"	"36055"	100989	11870783	850.73579	845.48876	855.98283
	"Montgomery County, NY"	"36057"	9724	796036	1221.55279	1197.27295	1245.83264
	"Nassau County, NY"	"36059"	173926	21400204	812.73057	808.91095	816.55019
	"New York County, NY"	"36061"	170656	25288968	674.82390	671.62216	678.02564
	"Niagara County, NY"	"36063"	37072	3468861	1068.70814	1057.82906	1079.58722
	"Oneida County, NY"	"36065"	40021	3749380	1067.40314	1056.94534	1077.86095
	"Onondaga County, NY"	"36067"	65142	7406992	879.46632	872.71257	886.22007
	"Ontario County, NY"	"36069"	15241	1680038	907.18186	892.77917	921.58455
	"Orange County, NY"	"36071"	40580	5816369	697.68613	690.89785	704.47442
	"Orleans County, NY"	"36073"	6293	692213	909.11324	886.65140	931.57507
	"Oswego County, NY"	"36075"	16611	1955544	849.43116	836.51342	862.34889
