,Notes,County,County Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Race,Race Code,Hispanic Origin,Hispanic Origin Code,Deaths,Population,Crude Rate,% of Total Deaths,year,pct_total_deaths,deaths,population,crude_100k,county_id,state,county_code,CTYNAME,pop_merge_ind
853,,"Hamilton County, OH",39061.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,36231,Unreliable,0.021%,2009,0.021,13.0,36231.0,35.8808754934,39061,OH,39061,Hamilton County,Hamilton County_2009
854,,"Hamilton County, OH",39061.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,16.0,33770,Unreliable,0.025%,2009,0.025,16.0,33770.0,47.379330767,39061,OH,39061,Hamilton County,Hamilton County_2009
855,,"Hamilton County, OH",39061.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,16.0,44339,Unreliable,0.025%,2009,0.025,16.0,44339.0,36.0856131171,39061,OH,39061,Hamilton County,Hamilton County_2009
856,,"Hamilton County, OH",39061.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,27.0,42650,63.306,0.043%,2009,0.043,27.0,42650.0,63.305978898,39061,OH,39061,Hamilton County,Hamilton County_2009
857,,"Hamilton County, OH",39061.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,16.0,33826,Unreliable,0.025%,2009,0.025,16.0,33826.0,47.3008928044,39061,OH,39061,Hamilton County,Hamilton County_2009
858,,"Jefferson County, OH",39081.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,4974,Unreliable,0.016%,2009,0.016,10.0,4974.0,201.045436269,39081,OH,39081,Jefferson County,Jefferson County_2009
859,,"Lake County, OH",39085.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,17642,Unreliable,0.016%,2009,0.016,10.0,17642.0,56.6829157692,39085,OH,39085,Lake County,Lake County_2009
860,,"Lorain County, OH",39093.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,19905,Unreliable,0.019%,2009,0.019,12.0,19905.0,60.286360211,39093,OH,39093,Lorain County,Lorain County_2009
861,,"Lucas County, OH",39095.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,24673,Unreliable,0.024%,2009,0.024,15.0,24673.0,60.7952012321,39095,OH,39095,Lucas County,Lucas County_2009
862,,"Montgomery County, OH",39113.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,24087,Unreliable,0.021%,2009,0.021,13.0,24087.0,53.971021713,39113,OH,39113,Montgomery County,Montgomery County_2009
863,,"Montgomery County, OH",39113.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,18.0,24825,Unreliable,0.029%,2009,0.029,18.0,24825.0,72.5075528701,39113,OH,39113,Montgomery County,Montgomery County_2009
864,,"Montgomery County, OH",39113.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,14.0,24586,Unreliable,0.022%,2009,0.022,14.0,24586.0,56.9429756772,39113,OH,39113,Montgomery County,Montgomery County_2009
865,,"Montgomery County, OH",39113.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,18.0,30802,Unreliable,0.029%,2009,0.029,18.0,30802.0,58.4377637816,39113,OH,39113,Montgomery County,Montgomery County_2009
866,,"Montgomery County, OH",39113.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,21.0,29927,70.171,0.033%,2009,0.033,21.0,29927.0,70.1707488221,39113,OH,39113,Montgomery County,Montgomery County_2009
867,,"Montgomery County, OH",39113.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,14.0,25070,Unreliable,0.022%,2009,0.022,14.0,25070.0,55.8436378141,39113,OH,39113,Montgomery County,Montgomery County_2009
868,,"Stark County, OH",39151.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,25747,Unreliable,0.021%,2009,0.021,13.0,25747.0,50.491319377,39151,OH,39151,Stark County,Stark County_2009
869,,"Summit County, OH",39153.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,18.0,36489,Unreliable,0.029%,2009,0.029,18.0,36489.0,49.3299350489,39153,OH,39153,Summit County,Summit County_2009
870,,"Summit County, OH",39153.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,14.0,34989,Unreliable,0.022%,2009,0.022,14.0,34989.0,40.0125753808,39153,OH,39153,Summit County,Summit County_2009
871,,"Summit County, OH",39153.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,14.0,28755,Unreliable,0.022%,2009,0.022,14.0,28755.0,48.6871848374,39153,OH,39153,Summit County,Summit County_2009
872,,"Trumbull County, OH",39155.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,14559,Unreliable,0.019%,2009,0.019,12.0,14559.0,82.4232433546,39155,OH,39155,Trumbull County,Trumbull County_2009
873,,"Oklahoma County, OK",40109.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,31335,Unreliable,0.019%,2009,0.019,12.0,31335.0,38.2958353279,40109,OK,40109,Oklahoma County,Oklahoma County_2009
874,,"Oklahoma County, OK",40109.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,26934,Unreliable,0.021%,2009,0.021,13.0,26934.0,48.2661320264,40109,OK,40109,Oklahoma County,Oklahoma County_2009
875,,"Oklahoma County, OK",40109.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,28.0,34711,80.666,0.044%,2009,0.044,28.0,34711.0,80.6660712742,40109,OK,40109,Oklahoma County,Oklahoma County_2009
876,,"Oklahoma County, OK",40109.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,31.0,33350,92.954,0.049%,2009,0.049,31.0,33350.0,92.9535232384,40109,OK,40109,Oklahoma County,Oklahoma County_2009
877,,"Oklahoma County, OK",40109.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,13.0,30270,Unreliable,0.021%,2009,0.021,13.0,30270.0,42.9468120251,40109,OK,40109,Oklahoma County,Oklahoma County_2009
878,,"Oklahoma County, OK",40109.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,27.0,28083,96.144,0.043%,2009,0.043,27.0,28083.0,96.1435744044,40109,OK,40109,Oklahoma County,Oklahoma County_2009
879,,"Tulsa County, OK",40143.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,25239,Unreliable,0.016%,2009,0.016,10.0,25239.0,39.621221126,40143,OK,40143,Tulsa County,Tulsa County_2009
880,,"Tulsa County, OK",40143.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,17.0,27398,Unreliable,0.027%,2009,0.027,17.0,27398.0,62.0483246952,40143,OK,40143,Tulsa County,Tulsa County_2009
881,,"Tulsa County, OK",40143.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,16.0,26576,Unreliable,0.025%,2009,0.025,16.0,26576.0,60.2046959663,40143,OK,40143,Tulsa County,Tulsa County_2009
882,,"Tulsa County, OK",40143.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,26820,Unreliable,0.024%,2009,0.024,15.0,26820.0,55.9284116331,40143,OK,40143,Tulsa County,Tulsa County_2009
883,,"Tulsa County, OK",40143.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,21.0,32446,64.723,0.033%,2009,0.033,21.0,32446.0,64.7229242434,40143,OK,40143,Tulsa County,Tulsa County_2009
884,,"Tulsa County, OK",40143.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,24.0,31115,77.133,0.038%,2009,0.038,24.0,31115.0,77.1332154909,40143,OK,40143,Tulsa County,Tulsa County_2009
885,,"Tulsa County, OK",40143.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,13.0,28215,Unreliable,0.021%,2009,0.021,13.0,28215.0,46.0747829169,40143,OK,40143,Tulsa County,Tulsa County_2009
886,,"Tulsa County, OK",40143.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,24.0,25623,93.666,0.038%,2009,0.038,24.0,25623.0,93.6658470905,40143,OK,40143,Tulsa County,Tulsa County_2009
887,,"Clackamas County, OR",41005.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,15.0,27729,Unreliable,0.024%,2009,0.024,15.0,27729.0,54.0949908039,41005,OR,41005,Clackamas County,Clackamas County_2009
888,,"Clackamas County, OR",41005.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,14.0,26653,Unreliable,0.022%,2009,0.022,14.0,26653.0,52.5269200465,41005,OR,41005,Clackamas County,Clackamas County_2009
889,,"Clackamas County, OR",41005.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,23846,Unreliable,0.019%,2009,0.019,12.0,23846.0,50.3229053091,41005,OR,41005,Clackamas County,Clackamas County_2009
890,,"Jackson County, OR",41029.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,9703,Unreliable,0.017%,2009,0.017,11.0,9703.0,113.366999897,41029,OR,41029,Jackson County,Jackson County_2009
891,,"Jackson County, OR",41029.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,12631,Unreliable,0.021%,2009,0.021,13.0,12631.0,102.921383897,41029,OR,41029,Jackson County,Jackson County_2009
892,,"Lane County, OR",41039.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,17816,Unreliable,0.019%,2009,0.019,12.0,17816.0,67.3551863493,41039,OR,41039,Lane County,Lane County_2009
893,,"Lane County, OR",41039.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,19.0,23125,Unreliable,0.030%,2009,0.03,19.0,23125.0,82.1621621622,41039,OR,41039,Lane County,Lane County_2009
894,,"Lane County, OR",41039.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,21.0,21353,98.347,0.033%,2009,0.033,21.0,21353.0,98.3468365101,41039,OR,41039,Lane County,Lane County_2009
895,,"Lane County, OR",41039.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,17.0,23591,Unreliable,0.027%,2009,0.027,17.0,23591.0,72.0613793396,41039,OR,41039,Lane County,Lane County_2009
896,,"Lane County, OR",41039.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,19.0,22367,Unreliable,0.030%,2009,0.03,19.0,22367.0,84.9465730764,41039,OR,41039,Lane County,Lane County_2009
897,,"Marion County, OR",41047.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,13487,Unreliable,0.016%,2009,0.016,10.0,13487.0,74.1454734188,41047,OR,41047,Marion County,Marion County_2009
898,,"Marion County, OR",41047.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,17.0,16929,Unreliable,0.027%,2009,0.027,17.0,16929.0,100.419398665,41047,OR,41047,Marion County,Marion County_2009
899,,"Marion County, OR",41047.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,17.0,16328,Unreliable,0.027%,2009,0.027,17.0,16328.0,104.115629593,41047,OR,41047,Marion County,Marion County_2009
900,,"Marion County, OR",41047.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,15216,Unreliable,0.017%,2009,0.017,11.0,15216.0,72.2923238696,41047,OR,41047,Marion County,Marion County_2009
901,,"Multnomah County, OR",41051.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,17.0,50238,Unreliable,0.027%,2009,0.027,17.0,50238.0,33.8389267089,41051,OR,41051,Multnomah County,Multnomah County_2009
902,,"Multnomah County, OR",41051.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,10.0,39697,Unreliable,0.016%,2009,0.016,10.0,39697.0,25.190820465,41051,OR,41051,Multnomah County,Multnomah County_2009
903,,"Multnomah County, OR",41051.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,27.0,43024,62.756,0.043%,2009,0.043,27.0,43024.0,62.7556712533,41051,OR,41051,Multnomah County,Multnomah County_2009
904,,"Multnomah County, OR",41051.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,25.0,39724,62.934,0.040%,2009,0.04,25.0,39724.0,62.9342462995,41051,OR,41051,Multnomah County,Multnomah County_2009
905,,"Multnomah County, OR",41051.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,48.0,39827,120.521,0.076%,2009,0.076,48.0,39827.0,120.521254425,41051,OR,41051,Multnomah County,Multnomah County_2009
906,,"Multnomah County, OR",41051.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,14.0,36459,Unreliable,0.022%,2009,0.022,14.0,36459.0,38.3992978414,41051,OR,41051,Multnomah County,Multnomah County_2009
907,,"Multnomah County, OR",41051.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,50.0,35443,141.072,0.079%,2009,0.079,50.0,35443.0,141.07157972,41051,OR,41051,Multnomah County,Multnomah County_2009
908,,"Multnomah County, OR",41051.0,65-74 years,65-74,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,15373,Unreliable,0.021%,2009,0.021,13.0,15373.0,84.5638457035,41051,OR,41051,Multnomah County,Multnomah County_2009
909,,"Washington County, OR",41067.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,16.0,28352,Unreliable,0.025%,2009,0.025,16.0,28352.0,56.4334085779,41067,OR,41067,Washington County,Washington County_2009
910,,"Washington County, OR",41067.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,29085,Unreliable,0.016%,2009,0.016,10.0,29085.0,34.3819838405,41067,OR,41067,Washington County,Washington County_2009
911,,"Washington County, OR",41067.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,23004,Unreliable,0.019%,2009,0.019,12.0,23004.0,52.1648408972,41067,OR,41067,Washington County,Washington County_2009
912,,"Allegheny County, PA",42003.0,15-24 years,15-24,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,10.0,63701,Unreliable,0.016%,2009,0.016,10.0,63701.0,15.6983406854,42003,PA,42003,Allegheny County,Allegheny County_2009
913,,"Allegheny County, PA",42003.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,64558,Unreliable,0.024%,2009,0.024,15.0,64558.0,23.2349205366,42003,PA,42003,Allegheny County,Allegheny County_2009
914,,"Allegheny County, PA",42003.0,25-34 years,25-34,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,10.0,60118,Unreliable,0.016%,2009,0.016,10.0,60118.0,16.6339532253,42003,PA,42003,Allegheny County,Allegheny County_2009
915,,"Allegheny County, PA",42003.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,29.0,62619,46.312,0.046%,2009,0.046,29.0,62619.0,46.3118222904,42003,PA,42003,Allegheny County,Allegheny County_2009
916,,"Allegheny County, PA",42003.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,14.0,60622,Unreliable,0.022%,2009,0.022,14.0,60622.0,23.0939262974,42003,PA,42003,Allegheny County,Allegheny County_2009
917,,"Allegheny County, PA",42003.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,32.0,60210,53.147,0.051%,2009,0.051,32.0,60210.0,53.1473177213,42003,PA,42003,Allegheny County,Allegheny County_2009
918,,"Allegheny County, PA",42003.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,28.0,82703,33.856,0.044%,2009,0.044,28.0,82703.0,33.8560874454,42003,PA,42003,Allegheny County,Allegheny County_2009
919,,"Allegheny County, PA",42003.0,45-54 years,45-54,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,15.0,10099,Unreliable,0.024%,2009,0.024,15.0,10099.0,148.529557382,42003,PA,42003,Allegheny County,Allegheny County_2009
920,,"Allegheny County, PA",42003.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,69.0,78404,88.006,0.109%,2009,0.109,69.0,78404.0,88.0057139942,42003,PA,42003,Allegheny County,Allegheny County_2009
921,,"Allegheny County, PA",42003.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,13.0,70972,Unreliable,0.021%,2009,0.021,13.0,70972.0,18.3170827932,42003,PA,42003,Allegheny County,Allegheny County_2009
922,,"Allegheny County, PA",42003.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,33.0,65608,50.299,0.052%,2009,0.052,33.0,65608.0,50.2987440556,42003,PA,42003,Allegheny County,Allegheny County_2009
923,,"Allegheny County, PA",42003.0,65-74 years,65-74,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,36888,Unreliable,0.019%,2009,0.019,12.0,36888.0,32.5309043591,42003,PA,42003,Allegheny County,Allegheny County_2009
924,,"Berks County, PA",42011.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,26432,Unreliable,0.024%,2009,0.024,15.0,26432.0,56.7493946731,42011,PA,42011,Berks County,Berks County_2009
925,,"Bucks County, PA",42017.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,33369,Unreliable,0.019%,2009,0.019,12.0,33369.0,35.9615211723,42017,PA,42017,Bucks County,Bucks County_2009
926,,"Bucks County, PA",42017.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,27184,Unreliable,0.021%,2009,0.021,13.0,27184.0,47.8222483814,42017,PA,42017,Bucks County,Bucks County_2009
927,,"Bucks County, PA",42017.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,19.0,36373,Unreliable,0.030%,2009,0.03,19.0,36373.0,52.2365490886,42017,PA,42017,Bucks County,Bucks County_2009
928,,"Bucks County, PA",42017.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,14.0,49964,Unreliable,0.022%,2009,0.022,14.0,49964.0,28.0201745257,42017,PA,42017,Bucks County,Bucks County_2009
929,,"Bucks County, PA",42017.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,28.0,49104,57.022,0.044%,2009,0.044,28.0,49104.0,57.0218312154,42017,PA,42017,Bucks County,Bucks County_2009
930,,"Bucks County, PA",42017.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,17.0,36818,Unreliable,0.027%,2009,0.027,17.0,36818.0,46.1730675213,42017,PA,42017,Bucks County,Bucks County_2009
931,,"Chester County, PA",42029.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,34802,Unreliable,0.024%,2009,0.024,15.0,34802.0,43.1009712086,42029,PA,42029,Chester County,Chester County_2009
932,,"Dauphin County, PA",42043.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,11908,Unreliable,0.016%,2009,0.016,10.0,11908.0,83.977158213,42043,PA,42043,Dauphin County,Dauphin County_2009
933,,"Delaware County, PA",42045.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,24.0,22088,108.656,0.038%,2009,0.038,24.0,22088.0,108.656283955,42045,PA,42045,Delaware County,Delaware County_2009
934,,"Delaware County, PA",42045.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,18.0,24354,Unreliable,0.029%,2009,0.029,18.0,24354.0,73.9098300074,42045,PA,42045,Delaware County,Delaware County_2009
935,,"Delaware County, PA",42045.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,18.0,34141,Unreliable,0.029%,2009,0.029,18.0,34141.0,52.7225330248,42045,PA,42045,Delaware County,Delaware County_2009
936,,"Delaware County, PA",42045.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,28.0,32534,86.064,0.044%,2009,0.044,28.0,32534.0,86.0638101678,42045,PA,42045,Delaware County,Delaware County_2009
937,,"Delaware County, PA",42045.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,25550,Unreliable,0.024%,2009,0.024,15.0,25550.0,58.7084148728,42045,PA,42045,Delaware County,Delaware County_2009
938,,"Lehigh County, PA",42077.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,21033,Unreliable,0.016%,2009,0.016,10.0,21033.0,47.5443350925,42077,PA,42077,Lehigh County,Lehigh County_2009
939,,"Luzerne County, PA",42079.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,19037,Unreliable,0.019%,2009,0.019,12.0,19037.0,63.0351420917,42079,PA,42079,Luzerne County,Luzerne County_2009
940,,"Luzerne County, PA",42079.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,20.0,22538,88.739,0.032%,2009,0.032,20.0,22538.0,88.7390185465,42079,PA,42079,Luzerne County,Luzerne County_2009
941,,"Montgomery County, PA",42091.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,36033,Unreliable,0.017%,2009,0.017,11.0,36033.0,30.5275719479,42091,PA,42091,Montgomery County,Montgomery County_2009
942,,"Montgomery County, PA",42091.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,23.0,35117,65.495,0.036%,2009,0.036,23.0,35117.0,65.4953441353,42091,PA,42091,Montgomery County,Montgomery County_2009
943,,"Montgomery County, PA",42091.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,11.0,43828,Unreliable,0.017%,2009,0.017,11.0,43828.0,25.0981107968,42091,PA,42091,Montgomery County,Montgomery County_2009
944,,"Montgomery County, PA",42091.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,19.0,42307,Unreliable,0.030%,2009,0.03,19.0,42307.0,44.9098257971,42091,PA,42091,Montgomery County,Montgomery County_2009
945,,"Montgomery County, PA",42091.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,17.0,54934,Unreliable,0.027%,2009,0.027,17.0,54934.0,30.9462263807,42091,PA,42091,Montgomery County,Montgomery County_2009
946,,"Montgomery County, PA",42091.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,19.0,52315,Unreliable,0.030%,2009,0.03,19.0,52315.0,36.3184555099,42091,PA,42091,Montgomery County,Montgomery County_2009
947,,"Montgomery County, PA",42091.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,40250,Unreliable,0.021%,2009,0.021,13.0,40250.0,32.298136646,42091,PA,42091,Montgomery County,Montgomery County_2009
948,,"Philadelphia County, PA",42101.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,46051,Unreliable,0.024%,2009,0.024,15.0,46051.0,32.5725825715,42101,PA,42101,Philadelphia County,Philadelphia County_2009
949,,"Philadelphia County, PA",42101.0,25-34 years,25-34,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,13.0,52161,Unreliable,0.021%,2009,0.021,13.0,52161.0,24.9228350683,42101,PA,42101,Philadelphia County,Philadelphia County_2009
950,,"Philadelphia County, PA",42101.0,25-34 years,25-34,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,10.0,37073,Unreliable,0.016%,2009,0.016,10.0,37073.0,26.973808432,42101,PA,42101,Philadelphia County,Philadelphia County_2009
951,,"Philadelphia County, PA",42101.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,33.0,53064,62.189,0.052%,2009,0.052,33.0,53064.0,62.1890547264,42101,PA,42101,Philadelphia County,Philadelphia County_2009
952,,"Philadelphia County, PA",42101.0,35-44 years,35-44,Female,F,Black or African American,2054-5,Not Hispanic or Latino,2186-2,14.0,46956,Unreliable,0.022%,2009,0.022,14.0,46956.0,29.8151460942,42101,PA,42101,Philadelphia County,Philadelphia County_2009
953,,"Philadelphia County, PA",42101.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,18.0,32112,Unreliable,0.029%,2009,0.029,18.0,32112.0,56.0538116592,42101,PA,42101,Philadelphia County,Philadelphia County_2009
954,,"Philadelphia County, PA",42101.0,35-44 years,35-44,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,21.0,37264,56.355,0.033%,2009,0.033,21.0,37264.0,56.3546586518,42101,PA,42101,Philadelphia County,Philadelphia County_2009
955,,"Philadelphia County, PA",42101.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,42.0,35023,119.921,0.067%,2009,0.067,42.0,35023.0,119.921194644,42101,PA,42101,Philadelphia County,Philadelphia County_2009
956,,"Philadelphia County, PA",42101.0,45-54 years,45-54,Female,F,Black or African American,2054-5,Not Hispanic or Latino,2186-2,22.0,52165,42.174,0.035%,2009,0.035,22.0,52165.0,42.1738713697,42101,PA,42101,Philadelphia County,Philadelphia County_2009
957,,"Philadelphia County, PA",42101.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,24.0,37209,64.501,0.038%,2009,0.038,24.0,37209.0,64.5005240668,42101,PA,42101,Philadelphia County,Philadelphia County_2009
958,,"Philadelphia County, PA",42101.0,45-54 years,45-54,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,39.0,40738,95.734,0.062%,2009,0.062,39.0,40738.0,95.7337129952,42101,PA,42101,Philadelphia County,Philadelphia County_2009
959,,"Philadelphia County, PA",42101.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,54.0,37391,144.420,0.086%,2009,0.086,54.0,37391.0,144.419780161,42101,PA,42101,Philadelphia County,Philadelphia County_2009
960,,"Philadelphia County, PA",42101.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,11.0,35735,Unreliable,0.017%,2009,0.017,11.0,35735.0,30.7821463551,42101,PA,42101,Philadelphia County,Philadelphia County_2009
961,,"Philadelphia County, PA",42101.0,55-64 years,55-64,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,38.0,28447,133.582,0.060%,2009,0.06,38.0,28447.0,133.581748515,42101,PA,42101,Philadelphia County,Philadelphia County_2009
962,,"Philadelphia County, PA",42101.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,27.0,32695,82.581,0.043%,2009,0.043,27.0,32695.0,82.5814344701,42101,PA,42101,Philadelphia County,Philadelphia County_2009
963,,"Philadelphia County, PA",42101.0,65-74 years,65-74,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,10.0,15435,Unreliable,0.016%,2009,0.016,10.0,15435.0,64.7878198899,42101,PA,42101,Philadelphia County,Philadelphia County_2009
